         525236 function calls (513044 primitive calls) in 6.050 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1797    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 version.py:42(parse)
      599    0.000    0.000    0.000    0.000 version.py:432(_parse_local_version)
      599    0.001    0.000    0.001    0.000 version.py:444(_cmpkey)
        1    0.000    0.000    0.000    0.000 version.py:45(Version)
      661    0.000    0.000    0.000    0.000 version.py:459(<lambda>)
        3    0.000    0.000    0.005    0.002 version.py:5(<module>)
        3    0.000    0.000    0.000    0.000 version.py:54(InvalidVersion)
        3    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
      382    0.000    0.000    0.000    0.000 version.py:69(__lt__)
     1538    0.000    0.000    0.000    0.000 version.py:81(__eq__)
        1    0.000    0.000    0.000    0.000 version.py:93(__gt__)
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        4    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        4    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        5    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       28    0.000    0.000    0.000    0.000 weakref.py:415(__getitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        5    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.000    0.000 win.py:194(_get_hasdst)
        1    0.000    0.000    0.001    0.001 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.001    0.001 win.py:215(__init__)
        1    0.000    0.000    0.000    0.000 win.py:259(tzwinlocal)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        1    0.000    0.000    0.001    0.001 win.py:347(valuestodict)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.001    0.001 win.py:57(__init__)
        3    0.000    0.000    0.000    0.000 win.py:71(load_name)
        3    0.000    0.000    0.000    0.000 win.py:94(name_from_string)
        1    0.000    0.000    0.000    0.000 win32.py:102(GetConsoleScreenBufferInfo)
        1    0.000    0.000    0.000    0.000 win32.py:21(CONSOLE_SCREEN_BUFFER_INFO)
        1    0.000    0.000    0.000    0.000 win32.py:4(<module>)
        4    0.000    0.000    0.000    0.000 win32.py:92(_winapi_test)
        2    0.000    0.000    0.000    0.000 win32.py:98(winapi_test)
        6    0.000    0.000    0.000    0.000 win32.py:99(<genexpr>)
        1    0.000    0.000    0.062    0.062 windows_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 windows_events.py:170(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:194(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:246(PipeServer)
        1    0.000    0.000    0.000    0.000 windows_events.py:305(_WindowsSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 windows_events.py:309(ProactorEventLoop)
        1    0.000    0.000    0.000    0.000 windows_events.py:410(IocpProactor)
        1    0.000    0.000    0.000    0.000 windows_events.py:48(_OverlappedFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:887(_WindowsSubprocessTransport)
        1    0.000    0.000    0.000    0.000 windows_events.py:905(WindowsSelectorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_events.py:909(WindowsProactorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_events.py:96(_BaseWaitHandleFuture)
        1    0.000    0.000    0.000    0.000 windows_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 windows_support.py:4(windows_only)
        1    0.000    0.000    0.000    0.000 windows_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 windows_utils.py:81(PipeHandle)
        1    0.000    0.000    0.000    0.000 winterm.py:17(WinStyle)
        1    0.000    0.000    0.001    0.001 winterm.py:2(<module>)
        1    0.000    0.000    0.000    0.000 winterm.py:22(WinTerm)
        1    0.000    0.000    0.000    0.000 winterm.py:24(__init__)
        1    0.000    0.000    0.000    0.000 winterm.py:39(set_attrs)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:202(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:372(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:42(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1104(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1189(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1941(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2168(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2218(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2236(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:755(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipp.py:120(FastLookup)
        1    0.000    0.000    0.000    0.000 zipp.py:150(Path)
        1    0.000    0.000    0.000    0.000 zipp.py:71(CompleteDirs)
     2749    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x00007FF8402EBC60}
      125    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      267    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       21    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    61/23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       62    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        4    0.001    0.000    0.001    0.000 {built-in method _ctypes.LoadLibrary}
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        8    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        3    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      611    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     5406    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       20    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       75    4.324    0.058    4.329    0.058 {built-in method _imp.create_dynamic}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    75/47    0.011    0.000    1.198    0.025 {built-in method _imp.exec_dynamic}
      124    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      720    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     5406    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      141    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      645    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      506    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      218    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      113    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1509    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
     3289    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        5    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        1    0.014    0.014    0.014    0.014 {built-in method _winapi.CreateProcess}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.001    0.001    0.001    0.001 {built-in method _winapi.WaitForSingleObject}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1517/1495    0.017    0.000    0.092    0.000 {built-in method builtins.__build_class__}
   504/33    0.001    0.000    5.338    0.162 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      439    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      205    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      440    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      796    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       94    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       32    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
    629/1    0.003    0.000    6.051    6.051 {built-in method builtins.exec}
    12683    0.005    0.000    0.005    0.000 {built-in method builtins.getattr}
      405    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     7670    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
 1165/592    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    40718    0.005    0.000    0.005    0.000 {built-in method builtins.isinstance}
     2953    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       32    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
34500/33268    0.003    0.000    0.004    0.000 {built-in method builtins.len}
      129    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1639    0.001    0.000    0.003    0.000 {built-in method builtins.max}
     3258    0.001    0.000    0.001    0.000 {built-in method builtins.min}
       93    0.000    0.000    0.085    0.001 {built-in method builtins.next}
     2325    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      118    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4838    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
       16    0.000    0.000    0.017    0.001 {built-in method builtins.sorted}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1834    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
