radio,net,cell,latitude,longitude,gid_level,gid_id,cellid4326,depth,damage_low,damage_baseline,damage_high,cost_usd_low,cost_usd_baseline,cost_usd_high
GSM,1,185,6.155777,0.061111,GID_2,GHA.4.4_1,6.155777_0.061111,19.070433,1,1,1,33333,33333,33333
LTE,1,883,6.152574,0.059128,GID_2,GHA.4.4_1,6.152574_0.059128,19.070433,1,1,1,33333,33333,33333
GSM,6,45,6.15715,0.058365,GID_2,GHA.4.4_1,6.15715_0.058365,19.070433,1,1,1,33333,33333,33333
UMTS,1,785954,6.168823,0.0672915,GID_2,GHA.4.4_1,6.168823_0.0672915,19.340431,1,1,1,33333,33333,33333
GSM,1,225,6.172313,0.069402,GID_2,GHA.4.4_1,6.172313_0.069402,19.340431,1,1,1,33333,33333,33333
UMTS,1,527688,6.205215,0.095444,GID_2,GHA.9.13_1,6.205215_0.095444,19.97043228,1,1,1,33333,33333,33333
UMTS,1,527648,6.0897445,0.346984833,GID_2,GHA.9.13_1,6.089744500000001_0.34698483333333335,20.15043259,1,1,1,33333,33333,33333
GSM,2,66,6.094208,0.4904935,GID_2,GHA.9.13_1,6.094208_0.4904935,20.40043259,1,1,1,33333,33333,33333
GSM,1,106,6.058503,0.230713333,GID_2,GHA.5.2_1,6.058502999999999_0.23071333333333333,20.85043335,1,1,1,33333,33333,33333
GSM,1,75,6.05930325,0.22727975,GID_2,GHA.5.2_1,6.05930325_0.22727975,20.85043335,1,1,1,33333,33333,33333
UMTS,1,527647,5.99789375,0.593871625,GID_2,GHA.9.15_1,5.99789375_0.593871625,22.780434,1,1,1,33333,33333,33333
UMTS,2,921665,5.999222,0.596695,GID_2,GHA.9.15_1,5.999222_0.596695,22.780434,1,1,1,33333,33333,33333
UMTS,2,921705,5.999222,0.596695,GID_2,GHA.9.15_1,5.999222_0.596695,22.780434,1,1,1,33333,33333,33333
UMTS,2,921704,5.999222,0.596695,GID_2,GHA.9.15_1,5.999222_0.596695,22.780434,1,1,1,33333,33333,33333
UMTS,2,921666,5.999222,0.596695,GID_2,GHA.9.15_1,5.999222_0.596695,22.780434,1,1,1,33333,33333,33333
GSM,3,63,5.999222,0.596695,GID_2,GHA.9.15_1,5.999222_0.596695,22.780434,1,1,1,33333,33333,33333
UMTS,6,61756,6.0922625,0.11776,GID_2,GHA.5.2_1,6.0922625_0.11776,23.04043198,1,1,1,33333,33333,33333
GSM,7,161,6.095352,0.1181035,GID_2,GHA.5.2_1,6.095352_0.1181035,23.04043198,1,1,1,33333,33333,33333
GSM,1,74,6.0674774,0.5046532,GID_2,GHA.9.13_1,6.0674774000000005_0.5046532,26.20043182,1,1,1,33333,33333,33333
GSM,1,184,6.041478,0.41417325,GID_2,GHA.9.13_1,6.041478_0.41417325,26.73043251,1,1,1,33333,33333,33333
GSM,2,143,6.0435798,0.4078674,GID_2,GHA.9.13_1,6.043579799999999_0.40786739999999994,28.11043167,1,1,1,33333,33333,33333
GSM,1,106,6.0486433,0.4485938,GID_2,GHA.9.13_1,6.0486433_0.4485938,28.38043213,1,1,1,33333,33333,33333
GSM,1,110,6.041801,0.478585,GID_2,GHA.9.13_1,6.041801_0.478585,28.53043175,1,1,1,33333,33333,33333
UMTS,6,61995,5.981826667,0.609970333,GID_2,GHA.9.15_1,5.981826666666666_0.6099703333333334,29.310432,1,1,1,33333,33333,33333
UMTS,1,783684,5.993953,0.5886175,GID_2,GHA.9.15_1,5.993953_0.5886175,29.370432,1,1,1,33333,33333,33333
UMTS,1,527684,5.99926225,0.58501875,GID_2,GHA.9.15_1,5.999262250000001_0.58501875,29.370432,1,1,1,33333,33333,33333
UMTS,1,527684,6.008148,0.5421065,GID_2,GHA.9.13_1,6.008148_0.5421065,30.00043297,1,1,1,33333,33333,33333
UMTS,2,921705,6.004715,0.530777,GID_2,GHA.9.13_1,6.004715_0.530777,30.48043251,1,1,1,33333,33333,33333
GSM,2,91,6.1160665,0.1384775,GID_2,GHA.9.13_1,6.1160665000000005_0.13847749999999998,30.64043236,1,1,1,33333,33333,33333
GSM,1,68,6.06024775,0.4846,GID_2,GHA.9.13_1,6.060247749999999_0.4846,31.24588776,1,1,1,33333,33333,33333
UMTS,1,527722,6.044884,0.524254,GID_2,GHA.9.13_1,6.044884_0.524254,31.24588776,1,1,1,33333,33333,33333
GSM,6,43,6.0063745,0.52088,GID_2,GHA.9.13_1,6.0063745_0.52088,31.24588776,1,1,1,33333,33333,33333
GSM,2,144,6.046944,0.5208205,GID_2,GHA.9.13_1,6.046944_0.5208205,31.24588776,1,1,1,33333,33333,33333
GSM,2,105,6.003343,0.4749305,GID_2,GHA.9.13_1,6.003343_0.47493050000000003,31.24588776,1,1,1,33333,33333,33333
GSM,3,58,5.907440167,0.011558667,GID_2,GHA.5.2_1,5.9074401666666665_0.011558666666666667,31.24588776,1,1,1,33333,33333,33333
GSM,6,43,5.994072,0.582962,GID_2,GHA.9.15_1,5.994072_0.582962,31.245888,1,1,1,33333,33333,33333
GSM,7,245,5.999565,0.5795285,GID_2,GHA.9.15_1,5.9995650000000005_0.5795285,31.245888,1,1,1,33333,33333,33333
