radio,net,cell,latitude,longitude,gid_level,gid_id,cellid4326,depth,damage_low,damage_baseline,damage_high,cost_usd_low,cost_usd_baseline,cost_usd_high
GSM,1,31,5.8785324,0.5903548,GID_2,GHA.5.3_1,5.8785324_0.5903548000000001,0.022078156,0.13,0.25,0.5,4333,8333,16667
UMTS,2,921734,5.649487563,-0.066857063,GID_2,GHA.5.6_1,5.6494875625_-0.06685706250000001,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,2,921851,5.647437667,-0.072818333,GID_2,GHA.5.6_1,5.647437666666668_-0.07281833333333333,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,1,525627,5.643889882,-0.072145605,GID_2,GHA.5.6_1,5.643889881578945_-0.0721456052631579,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,1,525591,5.642442735,-0.066804,GID_2,GHA.5.6_1,5.642442735294118_-0.06680399999999999,0.027416915,0.13,0.25,0.5,4333,8333,16667
LTE,1,563,5.6462085,-0.069929,GID_2,GHA.5.6_1,5.6462085_-0.06992899999999999,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,3,40,5.6485505,-0.0676765,GID_2,GHA.5.6_1,5.648550500000001_-0.0676765,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,6,36182,5.520858667,-0.409011667,GID_2,GHA.3.7_1,5.520858666666666_-0.4090116666666666,0.027416915,0.13,0.25,0.5,4333,8333,16667
GSM,6,172,5.524520667,-0.409469667,GID_2,GHA.3.7_1,5.5245206666666675_-0.4094696666666667,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,1,784028,5.523147667,-0.411300667,GID_2,GHA.3.7_1,5.523147666666667_-0.4113006666666667,0.027416915,0.13,0.25,0.5,4333,8333,16667
UMTS,1,5,5.552793,-0.182679,GID_2,GHA.5.1_1,5.552793_-0.182679,0.057416916,0.13,0.25,0.5,4333,8333,16667
UMTS,1,4,5.55212975,-0.182784,GID_2,GHA.5.1_1,5.552129750000001_-0.18278399999999997,0.057416916,0.13,0.25,0.5,4333,8333,16667
LTE,1,113,5.554878,-0.1789195,GID_2,GHA.5.1_1,5.554878_-0.1789195,0.057416916,0.13,0.25,0.5,4333,8333,16667
UMTS,3,992,5.557022,-0.181961,GID_2,GHA.5.1_1,5.557022_-0.181961,0.057416916,0.13,0.25,0.5,4333,8333,16667
UMTS,6,62031,6.120071,1.180344,GID_2,GHA.9.8_1,6.120071_1.180344,0.057724237,0.13,0.25,0.5,4333,8333,16667
LTE,1,1721,6.1022185,1.146011,GID_2,GHA.9.8_1,6.102218499999999_1.146011,0.071399391,0.13,0.25,0.5,4333,8333,16667
UMTS,6,62038,6.103592,1.146011,GID_2,GHA.9.8_1,6.103592_1.146011,0.071399391,0.13,0.25,0.5,4333,8333,16667
GSM,6,45,5.793228,0.907059,GID_2,GHA.9.7_1,5.793228_0.907059,0.082078218,0.13,0.25,0.5,4333,8333,16667
UMTS,1,525379,5.870304,0.55738475,GID_2,GHA.5.3_1,5.870304_0.55738475,0.092078209,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870566,5.340042,-0.626907,GID_2,GHA.3.7_1,5.340042_-0.626907,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870605,5.337296,-0.625534,GID_2,GHA.3.7_1,5.337296_-0.625534,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,3,107,5.344063857,-0.626351429,GID_2,GHA.3.7_1,5.3440638571428565_-0.6263514285714286,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,3,68,5.3426695,-0.626159667,GID_2,GHA.3.7_1,5.3426694999999995_-0.6261596666666667,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,3,53,5.336609,-0.630341,GID_2,GHA.3.7_1,5.336609_-0.630341,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,3,745,5.338669,-0.786209,GID_2,GHA.3.9_1,5.338669_-0.786209,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,3,52,5.367050333,-0.733566333,GID_2,GHA.3.9_1,5.367050333333334_-0.7335663333333334,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,3,1001,5.340042,-0.773849,GID_2,GHA.3.9_1,5.340042_-0.773849,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,2,49,5.385999273,-0.724010909,GID_2,GHA.3.9_1,5.385999272727274_-0.7240109090909089,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,2,127,5.384052857,-0.753871429,GID_2,GHA.3.9_1,5.384052857142857_-0.7538714285714285,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,2,88,5.390546714,-0.71858,GID_2,GHA.3.9_1,5.390546714285714_-0.71858,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870528,5.355348444,-0.717035,GID_2,GHA.3.9_1,5.355348444444444_-0.717035,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870645,5.351439,-0.6979766,GID_2,GHA.3.9_1,5.351439_-0.6979766000000001,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870644,5.366135,-0.681839,GID_2,GHA.3.9_1,5.366135_-0.681839,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870527,5.363388,-0.688705,GID_2,GHA.3.9_1,5.363388_-0.688705,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870606,5.354972333,-0.681710333,GID_2,GHA.3.9_1,5.3549723333333334_-0.6817103333333333,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,6,61861,5.3379825,-0.737457,GID_2,GHA.3.9_1,5.3379825_-0.737457,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,6,165,5.348969,-0.730019,GID_2,GHA.3.9_1,5.348969_-0.730019,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,1,113,5.356807667,-0.697402833,GID_2,GHA.3.9_1,5.356807666666666_-0.6974028333333333,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,1,34,5.3174059,-0.7295609,GID_2,GHA.3.9_1,5.317405899999999_-0.7295609000000001,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,1,783942,5.3374485,-0.749816833,GID_2,GHA.3.9_1,5.3374485_-0.7498168333333334,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,1,785990,5.3387105,-0.7839105,GID_2,GHA.3.9_1,5.3387105_-0.7839104999999998,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,1,785954,5.361328,-0.6996915,GID_2,GHA.3.9_1,5.361328_-0.6996915,0.150458097,0.13,0.25,0.5,4333,8333,16667
UMTS,1,786033,5.3500845,-0.7362235,GID_2,GHA.3.9_1,5.3500844999999995_-0.7362234999999999,0.150458097,0.13,0.25,0.5,4333,8333,16667
GSM,2,88,5.583115,-1.004562,GID_2,GHA.3.4_1,5.583115_-1.004562,0.1504581,0.13,0.25,0.5,4333,8333,16667
UMTS,2,870528,5.578995,-1.003189,GID_2,GHA.3.4_1,5.578995_-1.003189,0.1504581,0.13,0.25,0.5,4333,8333,16667
GSM,1,28,5.558395,-0.997696,GID_2,GHA.3.4_1,5.558395_-0.997696,0.1504581,0.13,0.25,0.5,4333,8333,16667
GSM,1,149,5.547409,-1.000443,GID_2,GHA.3.4_1,5.547409_-1.000443,0.1504581,0.13,0.25,0.5,4333,8333,16667
GSM,1,72,5.547409,-1.000443,GID_2,GHA.3.4_1,5.547409_-1.000443,0.1504581,0.13,0.25,0.5,4333,8333,16667
GSM,1,70,5.547409,-1.000443,GID_2,GHA.3.4_1,5.547409_-1.000443,0.1504581,0.13,0.25,0.5,4333,8333,16667
GSM,3,53,5.535049,-0.867233,GID_2,GHA.3.2_1,5.535049_-0.867233,0.1504581,0.13,0.25,0.5,4333,8333,16667
UMTS,2,921696,5.674603167,-0.040658792,GID_2,GHA.5.6_1,5.6746031666666665_-0.040658791666666666,0.307416916,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921774,5.67449956,-0.03860936,GID_2,GHA.5.6_1,5.674499559999999_-0.038609359999999995,0.307416916,0.25,0.5,0.75,8333,16667,25000
GSM,1,88,5.6708222,-0.0408783,GID_2,GHA.5.6_1,5.670822200000001_-0.0408783,0.307416916,0.25,0.5,0.75,8333,16667,25000
UMTS,1,525373,5.668405714,-0.034920786,GID_2,GHA.5.6_1,5.668405714285714_-0.03492078571428571,0.307416916,0.25,0.5,0.75,8333,16667,25000
UMTS,3,499,5.667735424,-0.039591212,GID_2,GHA.5.6_1,5.667735424242426_-0.03959121212121212,0.307416916,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1267,5.673557864,-0.038108864,GID_2,GHA.5.6_1,5.673557864406779_-0.038108864406779665,0.307416916,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1273,5.673446556,-0.035829667,GID_2,GHA.5.6_1,5.673446555555555_-0.03582966666666667,0.307416916,0.25,0.5,0.75,8333,16667,25000
GSM,2,128,5.620193,-0.912552,GID_2,GHA.3.4_1,5.620193_-0.912552,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785946,5.928705,-1.0007165,GID_2,GHA.4.7_1,5.928705000000001_-1.0007165,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,57,5.951168,-0.981619,GID_2,GHA.4.7_1,5.951168_-0.981619,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,114,5.559120083,-0.701797417,GID_2,GHA.3.2_1,5.559120083333333_-0.7017974166666666,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61737,5.531158333,-0.699234,GID_2,GHA.3.2_1,5.531158333333333_-0.699234,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61777,5.542984,-0.701065,GID_2,GHA.3.2_1,5.542984_-0.7010649999999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61810,5.537207571,-0.700378571,GID_2,GHA.3.2_1,5.537207571428572_-0.7003785714285714,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,128,5.577621,-0.712051,GID_2,GHA.3.2_1,5.577621_-0.712051,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,49,5.577621,-0.712051,GID_2,GHA.3.2_1,5.577621_-0.712051,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,41,5.531616,-0.699463,GID_2,GHA.3.2_1,5.531616_-0.6994630000000001,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,44,5.608749333,-0.786209,GID_2,GHA.3.2_1,5.608749333333333_-0.786209,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,81,5.540084667,-0.703125,GID_2,GHA.3.2_1,5.540084666666666_-0.703125,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,61,5.583115,-0.832901,GID_2,GHA.3.2_1,5.583115_-0.832901,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,6,43,5.546036,-0.672226,GID_2,GHA.3.2_1,5.546036_-0.672226,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215377,5.5409905,-0.697036,GID_2,GHA.3.2_1,5.5409904999999995_-0.697036,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215410,5.540796333,-0.696597167,GID_2,GHA.3.2_1,5.540796333333334_-0.6965971666666667,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215337,5.540764,-0.697101,GID_2,GHA.3.2_1,5.540764_-0.697101,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,114,5.539169,-0.677719,GID_2,GHA.3.2_1,5.539169_-0.677719,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,72,5.56359776,-0.70815052,GID_2,GHA.3.2_1,5.56359776_-0.7081505199999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783943,5.537170471,-0.697921824,GID_2,GHA.3.2_1,5.537170470588235_-0.6979218235294117,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,784060,5.5294275,-0.698631,GID_2,GHA.3.2_1,5.5294275_-0.698631,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783982,5.524292,-0.7009516,GID_2,GHA.3.2_1,5.524292_-0.7009516,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783902,5.528678143,-0.697674857,GID_2,GHA.3.2_1,5.528678142857144_-0.6976748571428572,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783944,5.554008333,-0.665588667,GID_2,GHA.3.2_1,5.554008333333333_-0.6655886666666667,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,186,5.5255762,-0.7038332,GID_2,GHA.3.2_1,5.5255762_-0.7038331999999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,30,5.527865762,-0.697741429,GID_2,GHA.3.2_1,5.527865761904762_-0.6977414285714286,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,108,5.508957,-0.692825,GID_2,GHA.3.2_1,5.508957_-0.692825,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,184,5.5280458,-0.7062836,GID_2,GHA.3.2_1,5.528045799999999_-0.7062836,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,71,5.5426315,-0.693428563,GID_2,GHA.3.2_1,5.5426315_-0.6934285625,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,35,5.561828833,-0.848465,GID_2,GHA.3.2_1,5.561828833333333_-0.848465,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,69,5.596161,-0.7374575,GID_2,GHA.3.2_1,5.596161_-0.7374575,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,34,5.603231538,-0.750982385,GID_2,GHA.3.2_1,5.603231538461539_-0.7509823846153848,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,110,5.522104563,-0.700725563,GID_2,GHA.3.2_1,5.5221045625_-0.7007255625000001,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,112,5.664711167,-0.62255875,GID_2,GHA.3.2_1,5.664711166666668_-0.6225587499999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,188,5.531274167,-0.6991495,GID_2,GHA.3.2_1,5.531274166666667_-0.6991495,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,195,5.644913,-0.75222025,GID_2,GHA.3.2_1,5.644913_-0.75222025,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,784056,5.535507333,-0.704040667,GID_2,GHA.3.2_1,5.5355073333333324_-0.7040406666666668,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785991,5.540140056,-0.696558444,GID_2,GHA.3.2_1,5.540140055555557_-0.6965584444444445,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785950,5.530705444,-0.700972,GID_2,GHA.3.2_1,5.530705444444444_-0.700972,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786104,5.53357775,-0.7071485,GID_2,GHA.3.2_1,5.533577750000001_-0.7071485000000001,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,1,73,5.540257,-0.700149,GID_2,GHA.3.2_1,5.540257_-0.700149,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785954,5.6007885,-0.7113515,GID_2,GHA.3.2_1,5.6007885_-0.7113515,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785987,5.613785,-0.763320667,GID_2,GHA.3.2_1,5.613785_-0.7633206666666666,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786030,5.533834286,-0.700945857,GID_2,GHA.3.2_1,5.533834285714286_-0.7009458571428572,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785992,5.5447095,-0.68076475,GID_2,GHA.3.2_1,5.5447095_-0.6807647499999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785946,5.546999,-0.705498,GID_2,GHA.3.2_1,5.546999_-0.705498,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786108,5.533401333,-0.701730333,GID_2,GHA.3.2_1,5.533401333333334_-0.7017303333333333,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,3,744,5.5391695,-0.69660175,GID_2,GHA.3.2_1,5.5391695_-0.69660175,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,3,51,5.531971,-0.69194425,GID_2,GHA.3.2_1,5.531971_-0.6919442499999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,3,90,5.534357,-0.6926884,GID_2,GHA.3.2_1,5.534357000000001_-0.6926884,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,3,115,5.537562364,-0.691239909,GID_2,GHA.3.2_1,5.537562363636364_-0.691239909090909,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,3,76,5.5362884,-0.6940368,GID_2,GHA.3.2_1,5.5362884_-0.6940367999999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,3,141,5.578369222,-0.655487222,GID_2,GHA.3.2_1,5.578369222222222_-0.6554872222222223,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1000,5.54185875,-0.6972315,GID_2,GHA.3.2_1,5.541858749999999_-0.6972315,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,7,33481,5.543289,-0.674973,GID_2,GHA.3.2_1,5.543289_-0.674973,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,7,201,5.5487825,-0.685959,GID_2,GHA.3.2_1,5.5487825_-0.685959,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,7,205,5.541916,-0.696487667,GID_2,GHA.3.2_1,5.5419160000000005_-0.6964876666666667,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,7,202,5.537796,-0.699692,GID_2,GHA.3.2_1,5.537796_-0.699692,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,25,784060,5.528183,-0.699692,GID_2,GHA.3.2_1,5.528183_-0.699692,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,25,783982,5.519943,-0.718918,GID_2,GHA.3.2_1,5.519943_-0.718918,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,25,783902,5.51857,-0.723038,GID_2,GHA.3.2_1,5.51857_-0.723038,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,25,186,5.51857,-0.720291,GID_2,GHA.3.2_1,5.51857_-0.720291,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,25,30,5.525894,-0.71022,GID_2,GHA.3.2_1,5.525894_-0.71022,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,25,108,5.51857,-0.723038,GID_2,GHA.3.2_1,5.51857_-0.723038,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,25,184,5.51857,-0.723038,GID_2,GHA.3.2_1,5.51857_-0.723038,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,25,71,5.51857,-0.723038,GID_2,GHA.3.2_1,5.51857_-0.723038,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,128,5.53316125,-0.69093675,GID_2,GHA.3.2_1,5.53316125_-0.69093675,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,49,5.585746667,-0.711021333,GID_2,GHA.3.2_1,5.585746666666665_-0.7110213333333334,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,71,5.537796,-0.691452,GID_2,GHA.3.2_1,5.537796_-0.691452,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,50,5.5329895,-0.687675,GID_2,GHA.3.2_1,5.532989499999999_-0.687675,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,51,5.532303,-0.695572,GID_2,GHA.3.2_1,5.532303_-0.695572,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,88,5.591303556,-0.699641111,GID_2,GHA.3.2_1,5.591303555555556_-0.6996411111111112,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,127,5.583915667,-0.715484667,GID_2,GHA.3.2_1,5.583915666666667_-0.7154846666666668,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,90,5.52269,-0.696945,GID_2,GHA.3.2_1,5.52269_-0.696945,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,89,5.519137,-0.693747,GID_2,GHA.3.2_1,5.519137000000001_-0.693747,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,129,5.532303,-0.699692,GID_2,GHA.3.2_1,5.532303_-0.699692,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870450,5.568237333,-0.7229045,GID_2,GHA.3.2_1,5.568237333333333_-0.7229045,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870489,5.5613246,-0.7166312,GID_2,GHA.3.2_1,5.561324600000001_-0.7166311999999999,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870645,5.530647,-0.700501,GID_2,GHA.3.2_1,5.530647_-0.700501,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870567,5.526861,-0.69818,GID_2,GHA.3.2_1,5.526861_-0.69818,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870606,5.534462,-0.70001,GID_2,GHA.3.2_1,5.5344619999999995_-0.70001,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870528,5.547860333,-0.710298833,GID_2,GHA.3.2_1,5.5478603333333325_-0.7102988333333333,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870646,5.547409,-0.666733,GID_2,GHA.3.2_1,5.547409_-0.666733,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870490,5.537796,-0.698318,GID_2,GHA.3.2_1,5.537796_-0.698318,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870607,5.547409,-0.666733,GID_2,GHA.3.2_1,5.547409_-0.666733,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,51,5.8447886,-0.6199976,GID_2,GHA.4.16_1,5.8447886_-0.6199976,0.31736177,0.25,0.5,0.75,8333,16667,25000
GSM,2,129,5.82724625,-0.636339,GID_2,GHA.4.16_1,5.82724625_-0.636339,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921731,5.839786,-0.6314415,GID_2,GHA.4.16_1,5.839786_-0.6314415,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,2,921848,5.816598333,-0.606806667,GID_2,GHA.4.16_1,5.816598333333334_-0.6068066666666666,0.31736177,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61740,5.3520585,-0.6269075,GID_2,GHA.3.7_1,5.3520585_-0.6269075,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61761,5.363388,-0.633774,GID_2,GHA.3.7_1,5.363388_-0.633774,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,6,58,5.367660333,-0.637161333,GID_2,GHA.3.7_1,5.367660333333333_-0.6371613333333334,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61754,5.363388,-0.632400667,GID_2,GHA.3.7_1,5.3633880000000005_-0.6324006666666667,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,6,65,5.3739625,-0.636795,GID_2,GHA.3.7_1,5.373962499999999_-0.636795,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215361,5.379639,-0.630112,GID_2,GHA.3.7_1,5.379639_-0.630112,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215354,5.3681945,-0.639267,GID_2,GHA.3.7_1,5.3681944999999995_-0.639267,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215340,5.3548165,-0.6324865,GID_2,GHA.3.7_1,5.3548165_-0.6324865,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870497,5.379868,-0.621414,GID_2,GHA.3.7_1,5.379868_-0.621414,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870547,5.360641,-0.633774,GID_2,GHA.3.7_1,5.360641_-0.633774,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,240,5.370255,-0.639267,GID_2,GHA.3.7_1,5.370255_-0.639267,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783906,5.373001,-0.639266,GID_2,GHA.3.7_1,5.373001_-0.639266,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,90,5.353632,-0.631313,GID_2,GHA.3.7_1,5.353631999999999_-0.631313,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,51,5.351715,-0.627823,GID_2,GHA.3.7_1,5.3517149999999996_-0.6278229999999999,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,52,5.370255,-0.631027,GID_2,GHA.3.7_1,5.370255_-0.631027,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,90,5.386810333,-0.636291333,GID_2,GHA.3.9_1,5.386810333333333_-0.6362913333333333,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,3,1000,5.38414,-0.628433,GID_2,GHA.3.9_1,5.38414_-0.628433,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,44,5.4332735,-0.653305167,GID_2,GHA.3.9_1,5.433273500000001_-0.6533051666666667,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,141,5.4553985,-0.6416695,GID_2,GHA.3.9_1,5.455398499999999_-0.6416694999999999,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,3,51,5.394993,-0.634021333,GID_2,GHA.3.9_1,5.3949929999999995_-0.6340213333333333,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870489,5.409799667,-0.668582333,GID_2,GHA.3.9_1,5.409799666666667_-0.6685823333333333,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,2,50,5.410210571,-0.658124,GID_2,GHA.3.9_1,5.410210571428571_-0.658124,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870450,5.4095634,-0.6334942,GID_2,GHA.3.9_1,5.4095634_-0.6334942000000001,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870567,5.37787575,-0.66666175,GID_2,GHA.3.9_1,5.37787575_-0.66666175,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870646,5.386608,-0.647818,GID_2,GHA.3.9_1,5.386608_-0.647818,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870529,5.382728,-0.650386,GID_2,GHA.3.9_1,5.382728_-0.650386,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61761,5.3826145,-0.6516265,GID_2,GHA.3.9_1,5.3826145_-0.6516265,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61810,5.395202333,-0.658264,GID_2,GHA.3.9_1,5.395202333333333_-0.658264,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,6,44,5.410537667,-0.665359333,GID_2,GHA.3.9_1,5.4105376666666665_-0.6653593333333333,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,6,114,5.407677,-0.6396105,GID_2,GHA.3.9_1,5.407677_-0.6396105,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,6,65,5.399643,-0.634598,GID_2,GHA.3.9_1,5.399643_-0.634598,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215410,5.383987,-0.624161,GID_2,GHA.3.9_1,5.383987_-0.624161,0.317361772,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783902,5.403269143,-0.630014857,GID_2,GHA.3.9_1,5.403269142857142_-0.6300148571428572,0.317361772,0.25,0.5,0.75,8333,16667,25000
GSM,1,108,5.458071571,-0.612324286,GID_2,GHA.3.9_1,5.4580715714285715_-0.6123242857142858,0.317361772,0.25,0.5,0.75,8333,16667,25000
