,gid_id,mean_cell_count_baseline,cost_usd_baseline
1706,COD.6_1,3.0,76667.0
1707,COG.11_1,19.0,633327.0
1708,COG.12_1,3.0,88333.0
1709,COG.1_1,1.0,33333.0
1710,COG.2_1,71.0,2344144.0
1711,COG.3_1,1.0,33333.0
1712,COG.4_1,9.0,185003.0
1713,COG.5_1,1.0,24167.0
1714,COL.10_1,16.0,255837.0
1715,COL.11_1,13.0,242499.0
1716,COL.12_1,19.5,425835.5
1717,COL.13_1,28.5,407501.5
1718,COL.14_1,242.5,5377525.5
1719,COL.15_1,5.0,149999.0
1720,COL.16_1,15.5,475829.5
1721,COL.17_1,28.0,682502.0
1722,COL.18_1,12.5,116663.5
1723,COL.19_1,39.5,779159.5
1724,COL.1_1,17.5,524994.5
1725,COL.20_1,25.5,460006.5
1726,COL.21_1,12.0,187503.0
1727,COL.22_1,7.0,111668.0
1728,COL.23_1,17.5,370836.5
1729,COL.25_1,9.0,150835.0
1730,COL.27_1,65.5,1174167.5
1731,COL.28_1,1.0,12500.0
1732,COL.29_1,48.0,1009182.0
1733,COL.2_1,46.0,1028335.0
1734,COL.30_1,161.5,2483370.5
1735,COL.31_1,3.0,90833.0
1736,COL.3_1,27.5,390000.5
1737,COL.4_1,48.0,1059157.0
1738,COL.5_1,66.0,1145837.0
1739,COL.6_1,95.0,1833320.0
1740,COL.7_1,13.0,281671.0
1741,COL.8_1,12.5,267502.5
1742,COL.9_1,15.0,311671.0
1743,CRI.1_1,7.5,120835.5
1744,CRI.2_1,1.0,30000.0
1745,CRI.3_1,11.5,182501.5
1746,CRI.4_1,1.0,8333.0
1747,CRI.5_1,21.0,333339.0
1748,CRI.6_1,124.0,1458326.0
1749,CRI.7_1,1.0,16667.0
1750,DEU.10_1,3117.5,75836464.5
1751,DEU.11_1,1290.0,26046898.0
1752,DEU.12_1,466.0,7583474.0
1753,DEU.13_1,886.0,16485250.0
1754,DEU.14_1,868.0,16282720.0
1755,DEU.15_1,1088.5,10988945.5
1756,DEU.16_1,455.0,8469269.0
1757,DEU.1_1,2756.5,46259659.5
1758,DEU.2_1,3645.5,65535809.5
1759,DEU.3_1,1899.0,30421368.0
1760,DEU.4_1,1065.0,16028526.0
1761,DEU.5_1,1019.5,14073439.5
1762,DEU.6_1,2129.5,33206344.5
1763,DEU.7_1,2448.0,43914642.0
1764,DEU.8_1,508.0,6017468.0
1765,DEU.9_1,2742.5,34639890.5
1766,DJI.3_1,30.0,375000.0
1767,DJI.5_1,2.0,25000.0
1768,DNK.1_1,1120.5,9951337.5
1769,DNK.2_1,705.0,6808173.0
1770,DNK.3_1,845.0,7249735.0
1771,DNK.4_1,763.5,6916456.5
1772,DNK.5_1,1150.5,11778958.5
1773,DOM.10_1,1.0,12500.0
1774,DOM.11_1,21.0,266667.0
1775,DOM.15_1,30.0,526667.0
1776,DOM.17_1,12.5,154166.5
1777,DOM.18_1,2.0,29167.0
1778,DOM.1_1,1.0,12500.0
1779,DOM.20_1,6.0,75000.0
1780,DOM.21_1,82.0,974996.0
1781,DOM.23_1,5.5,91666.5
1782,DOM.24_1,16.0,200000.0
1783,DOM.27_1,24.5,299999.5
1784,DOM.28_1,3.0,55001.0
1785,DOM.2_1,10.0,208330.0
1786,DOM.31_1,52.5,654166.5
1787,DOM.32_1,5.5,66666.5
1788,DOM.3_1,4.5,54166.5
1789,DOM.5_1,62.0,775000.0
1790,DOM.6_1,10.5,180000.5
1791,DOM.7_1,3.0,52500.0
1792,DOM.9_1,5.5,98333.5
1793,DZA.1.1_1,2.0,16666.0
1794,DZA.1.27_1,1.0,8333.0
1795,DZA.1.3_1,1.0,8333.0
1796,DZA.10.17_1,63.0,524979.0
1797,DZA.10.18_1,83.0,691639.0
1798,DZA.10.21_1,2.0,16666.0
1799,DZA.10.22_1,5.0,41665.0
1800,DZA.10.4_1,9.0,74997.0
1801,DZA.10.8_1,1.0,8333.0
1802,DZA.11.11_1,1.0,19167.0
1803,DZA.11.14_1,2.0,38334.0
1804,DZA.11.16_1,1.0,25000.0
1805,DZA.11.1_1,3.0,45000.0
1806,DZA.12.10_1,1.0,19167.0
1807,DZA.12.17_1,1.0,19167.0
1808,DZA.12.21_1,2.0,38334.0
1809,DZA.12.30_1,17.0,141661.0
1810,DZA.12.31_1,37.0,308321.0
1811,DZA.12.32_1,4.0,76668.0
1812,DZA.12.3_1,5.0,95835.0
1813,DZA.13.12_1,18.0,149994.0
1814,DZA.13.13_1,2.0,30000.0
1815,DZA.13.14_1,1.0,8333.0
1816,DZA.13.15_1,1.0,8333.0
1817,DZA.13.16_1,57.0,474981.0
1818,DZA.13.17_1,6.0,49998.0
1819,DZA.13.18_1,78.0,649974.0
1820,DZA.13.19_1,22.0,183326.0
1821,DZA.13.23_1,7.5,62497.5
1822,DZA.13.24_1,11.0,91663.0
1823,DZA.13.25_1,6.0,49998.0
1824,DZA.13.26_1,1.0,15000.0
1825,DZA.13.2_1,4.0,33332.0
1826,DZA.13.3_1,2.0,30000.0
1827,DZA.13.6_1,15.0,124995.0
1828,DZA.13.7_1,17.0,141661.0
1829,DZA.13.8_1,7.0,58331.0
1830,DZA.13.9_1,13.0,108329.0
1831,DZA.14.11_1,2.0,50000.0
1832,DZA.14.26_1,3.0,71667.0
1833,DZA.14.30_1,1.0,25000.0
1834,DZA.14.34_1,3.0,75000.0
1835,DZA.15.11_1,1.0,12500.0
1836,DZA.15.2_1,9.0,183331.0
1837,DZA.15.5_1,2.0,16666.0
1838,DZA.15.6_1,75.5,950815.5
1839,DZA.15.8_1,7.0,87500.0
1840,DZA.15.9_1,5.0,41665.0
1841,DZA.16.21_1,1.0,8333.0
1842,DZA.16.23_1,1.0,8333.0
1843,DZA.16.27_1,3.0,37500.0
1844,DZA.16.32_1,1.0,8333.0
1845,DZA.17.12_1,1.0,8333.0
1846,DZA.17.6_1,2.0,16666.0
1847,DZA.18.10_1,2.0,25000.0
1848,DZA.18.13_1,4.0,33332.0
1849,DZA.18.21_1,1.0,8333.0
1850,DZA.18.22_1,3.0,24999.0
1851,DZA.18.23_1,1.0,8333.0
1852,DZA.18.24_1,1.0,12500.0
1853,DZA.18.2_1,1.0,8333.0
1854,DZA.18.8_1,10.0,83330.0
1855,DZA.18.9_1,10.0,83330.0
1856,DZA.19.10_1,1.0,12500.0
1857,DZA.19.13_1,4.0,50000.0
1858,DZA.19.14_1,20.5,254166.5
1859,DZA.19.16_1,8.5,108333.5
1860,DZA.19.19_1,1.5,34166.5
1861,DZA.19.22_1,5.0,83335.0
1862,DZA.19.4_1,6.0,99999.0
1863,DZA.19.5_1,2.5,45832.5
1864,DZA.19.6_1,1.5,16666.5
1865,DZA.19.8_1,6.0,100002.0
1866,DZA.2.12_1,2.5,37499.5
1867,DZA.2.21_1,2.0,50000.0
1868,DZA.2.26_1,2.0,33334.0
1869,DZA.2.31_1,1.0,25000.0
1870,DZA.2.32_1,1.0,25000.0
1871,DZA.2.3_1,1.0,25000.0
1872,DZA.2.7_1,2.5,63333.5
1873,DZA.20.13_1,2.0,16666.0
1874,DZA.20.5_1,1.0,8333.0
1875,DZA.20.9_1,5.0,41665.0
1876,DZA.21.13_1,3.0,37500.0
1877,DZA.21.18_1,3.0,37500.0
1878,DZA.21.21_1,1.0,12500.0
1879,DZA.21.25_1,11.0,137500.0
1880,DZA.21.29_1,1.0,12500.0
1881,DZA.21.8_1,2.0,25000.0
1882,DZA.21.9_1,1.0,8333.0
1883,DZA.22.3_1,1.0,8333.0
1884,DZA.23.12_1,6.0,90000.0
1885,DZA.23.24_1,1.0,15000.0
1886,DZA.23.25_1,4.0,60000.0
1887,DZA.23.7_1,5.0,75000.0
1888,DZA.23.9_1,8.0,120000.0
1889,DZA.25.15_1,11.0,136666.0
1890,DZA.26.1_1,1.0,16667.0
1891,DZA.26.20_1,1.0,16667.0
1892,DZA.26.26_1,2.0,33334.0
1893,DZA.26.30_1,1.0,16667.0
1894,DZA.27.14_1,2.0,33334.0
1895,DZA.27.25_1,3.0,50001.0
1896,DZA.27.27_1,2.0,43334.0
1897,DZA.27.34_1,5.0,100001.0
1898,DZA.27.9_1,10.0,166670.0
1899,DZA.28.15_1,5.0,54166.0
1900,DZA.28.17_1,1.0,8333.0
1901,DZA.28.36_1,2.0,66666.0
1902,DZA.28.55_1,1.0,8333.0
1903,DZA.29.16_1,1.0,8333.0
1904,DZA.29.18_1,1.0,20833.0
1905,DZA.29.24_1,1.0,8333.0
1906,DZA.29.5_1,1.0,17500.0
1907,DZA.29.8_1,28.0,233324.0
1908,DZA.29.9_1,6.0,83333.0
1909,DZA.3.15_1,1.0,8333.0
1910,DZA.3.16_1,4.0,33332.0
1911,DZA.3.19_1,1.0,8333.0
1912,DZA.3.22_1,1.0,27500.0
1913,DZA.3.27_1,3.0,24999.0
1914,DZA.3.2_1,5.0,41665.0
1915,DZA.30.30_1,1.0,8333.0
1916,DZA.31.2_1,2.0,16666.0
1917,DZA.31.7_1,1.0,8333.0
1918,DZA.32.11_1,5.0,41665.0
1919,DZA.32.15_1,45.0,374985.0
1920,DZA.32.16_1,37.0,308321.0
1921,DZA.32.17_1,11.0,91663.0
1922,DZA.32.18_1,10.0,83330.0
1923,DZA.32.1_1,48.0,399984.0
1924,DZA.32.20_1,1.0,8333.0
1925,DZA.32.21_1,1.0,8333.0
1926,DZA.32.22_1,44.0,366652.0
1927,DZA.32.24_1,6.0,49998.0
1928,DZA.32.26_1,1.0,8333.0
1929,DZA.32.3_1,30.0,249990.0
1930,DZA.32.4_1,48.0,399984.0
1931,DZA.32.5_1,10.0,83330.0
1932,DZA.32.6_1,1.0,8333.0
1933,DZA.32.8_1,12.0,99996.0
1934,DZA.32.9_1,2.0,16666.0
1935,DZA.33.10_1,2.0,16666.0
1936,DZA.33.12_1,5.0,41665.0
1937,DZA.33.13_1,42.0,349986.0
1938,DZA.33.14_1,4.0,33332.0
1939,DZA.33.15_1,2.0,16666.0
1940,DZA.33.16_1,1.0,8333.0
1941,DZA.33.18_1,1.0,8333.0
1942,DZA.33.19_1,2.0,16666.0
1943,DZA.33.1_1,18.0,149994.0
1944,DZA.33.2_1,2.5,20832.5
1945,DZA.33.4_1,1.0,8333.0
1946,DZA.33.5_1,1.5,12499.5
1947,DZA.33.6_1,3.0,24999.0
1948,DZA.33.8_1,5.0,41665.0
1949,DZA.34.25_1,1.0,8333.0
1950,DZA.34.7_1,4.0,33332.0
1951,DZA.35.13_1,3.0,79167.0
1952,DZA.35.24_1,1.0,30000.0
1953,DZA.35.27_1,1.0,16667.0
1954,DZA.35.30_1,13.5,241665.5
1955,DZA.35.31_1,1.0,30000.0
1956,DZA.35.3_1,1.0,20833.0
1957,DZA.35.4_1,15.0,386667.0
1958,DZA.35.5_1,1.0,30000.0
1959,DZA.37.29_1,1.0,17500.0
1960,DZA.37.46_1,1.0,15000.0
1961,DZA.37.4_1,1.0,15000.0
1962,DZA.38.16_1,1.0,8333.0
1963,DZA.38.25_1,1.0,8333.0
1964,DZA.38.34_1,1.0,8333.0
1965,DZA.38.36_1,50.0,416650.0
1966,DZA.38.37_1,4.0,33332.0
1967,DZA.38.40_1,7.0,58331.0
1968,DZA.38.42_1,2.0,16666.0
1969,DZA.39.13_1,1.0,15000.0
1970,DZA.39.16_1,9.0,74997.0
1971,DZA.39.17_1,2.0,25000.0
1972,DZA.39.18_1,26.0,216658.0
1973,DZA.39.1_1,6.0,49998.0
1974,DZA.39.20_1,10.0,83330.0
1975,DZA.39.23_1,13.0,195000.0
1976,DZA.39.27_1,1.0,15000.0
1977,DZA.39.2_1,1.0,16667.0
1978,DZA.39.32_1,12.0,99996.0
1979,DZA.39.33_1,19.0,158327.0
1980,DZA.39.34_1,12.0,99996.0
1981,DZA.39.35_1,25.0,375000.0
1982,DZA.39.37_1,1.0,8333.0
1983,DZA.39.6_1,4.0,50000.0
1984,DZA.39.7_1,2.5,29166.5
1985,DZA.39.9_1,1.0,8333.0
1986,DZA.4.12_1,21.0,174993.0
1987,DZA.4.14_1,46.0,383318.0
1988,DZA.4.15_1,60.5,504146.5
1989,DZA.4.19_1,89.0,741637.0
1990,DZA.4.20_1,205.0,1708265.0
1991,DZA.4.26_1,1.0,8333.0
1992,DZA.4.2_1,4.0,33332.0
1993,DZA.4.3_1,24.0,199992.0
1994,DZA.4.4_1,109.0,908297.0
1995,DZA.4.5_1,1.0,8333.0
1996,DZA.4.7_1,195.0,1624935.0
1997,DZA.4.8_1,7.0,58331.0
1998,DZA.40.4_1,2.0,35000.0
1999,DZA.41.5_1,3.0,24999.0
2000,DZA.41.6_1,1.0,12500.0
2001,DZA.42.23_1,1.0,17500.0
2002,DZA.42.25_1,1.0,12500.0
2003,DZA.45.10_1,3.0,24999.0
2004,DZA.45.12_1,1.0,25000.0
2005,DZA.45.13_1,27.0,675000.0
2006,DZA.45.14_1,1.0,25000.0
2007,DZA.45.16_1,14.0,116662.0
2008,DZA.45.17_1,2.0,50000.0
2009,DZA.45.18_1,5.0,125000.0
2010,DZA.45.19_1,10.0,250000.0
2011,DZA.45.21_1,8.0,200000.0
2012,DZA.45.22_1,8.0,200000.0
2013,DZA.45.23_1,3.0,75000.0
2014,DZA.45.26_1,9.0,225000.0
2015,DZA.45.6_1,6.0,180000.0
2016,DZA.45.7_1,3.0,24999.0
2017,DZA.45.8_1,6.0,150000.0
2018,DZA.45.9_1,5.0,125000.0
2019,DZA.46.22_1,9.0,74997.0
2020,DZA.47.21_1,2.0,36667.0
2021,DZA.47.31_1,2.0,30000.0
2022,DZA.47.54_1,2.0,30000.0
2023,DZA.47.57_1,3.0,45000.0
2024,DZA.47.64_1,32.0,480000.0
2025,DZA.47.6_1,1.0,21667.0
2026,DZA.48.10_1,3.0,24999.0
2027,DZA.48.22_1,3.0,24999.0
2028,DZA.48.23_1,1.0,8333.0
2029,DZA.48.28_1,1.0,8333.0
2030,DZA.48.29_1,1.0,8333.0
2031,DZA.48.31_1,1.0,27500.0
2032,DZA.48.36_1,16.0,133328.0
2033,DZA.48.40_1,10.5,272500.5
2034,DZA.48.47_1,15.0,124995.0
2035,DZA.48.48_1,1.0,8333.0
2036,DZA.48.49_1,1.0,8333.0
2037,DZA.48.5_1,5.0,41665.0
2038,DZA.48.6_1,2.0,16666.0
2039,DZA.5.11_1,1.0,8333.0
2040,DZA.5.2_1,39.0,487500.0
2041,DZA.5.6_1,20.0,241666.0
2042,DZA.5.7_1,5.0,62500.0
2043,DZA.5.8_1,9.5,116666.5
2044,DZA.6.14_1,4.0,33332.0
2045,DZA.6.33_1,1.0,8333.0
2046,DZA.6.60_1,1.0,8333.0
2047,DZA.7.11_1,1.0,12500.0
2048,DZA.7.19_1,4.0,50000.0
2049,DZA.7.1_1,2.0,33334.0
2050,DZA.7.2_1,18.0,149994.0
2051,DZA.7.8_1,2.0,33334.0
2052,DZA.8.12_1,1.0,21667.0
2053,DZA.8.15_1,3.0,57501.0
2054,DZA.8.19_1,1.0,21667.0
2055,DZA.8.21_1,1.0,15000.0
2056,DZA.8.22_1,10.0,216670.0
2057,DZA.8.30_1,8.0,173336.0
2058,DZA.8.31_1,1.0,21667.0
2059,DZA.8.34_1,1.0,21667.0
2060,DZA.8.36_1,2.0,43334.0
2061,DZA.8.37_1,18.5,388339.5
2062,DZA.8.38_1,1.0,25000.0
2063,DZA.8.42_1,2.0,38334.0
2064,DZA.8.45_1,5.0,108335.0
2065,DZA.8.46_1,9.0,195003.0
2066,DZA.8.4_1,2.0,43334.0
2067,DZA.8.6_1,1.0,21667.0
2068,DZA.8.7_1,2.0,43334.0
2069,DZA.8.9_1,1.0,21667.0
2070,DZA.9.15_1,2.0,25000.0
2071,DZA.9.17_1,8.0,100000.0
2072,DZA.9.22_1,1.0,12500.0
2073,DZA.9.26_1,1.0,8333.0
2074,DZA.9.27_1,3.0,37500.0
2075,DZA.9.28_1,1.0,12500.0
2076,DZA.9.4_1,11.0,137500.0
2077,DZA.9.7_1,2.0,25000.0
2078,ECU.10_1,620.0,12121849.0
2079,ECU.11_1,1.0,12500.0
2080,ECU.12_1,5.0,105835.0
2081,ECU.13_1,78.0,1276690.0
2082,ECU.14_1,39.0,629178.0
2083,ECU.15_1,6.0,126668.0
2084,ECU.16_1,38.0,662512.0
2085,ECU.17_1,36.5,1127493.5
2086,ECU.19_1,4.0,65000.0
2087,ECU.1_1,10.0,158336.0
2088,ECU.20_1,10.0,206670.0
2089,ECU.21_1,10.0,91664.0
2090,ECU.22_1,2.0,66666.0
2091,ECU.23_1,34.0,458336.0
2092,ECU.24_1,8.0,133336.0
2093,ECU.3_1,3.0,41667.0
2094,ECU.4_1,1.0,16667.0
2095,ECU.5_1,11.0,223337.0
2096,ECU.6_1,10.0,166670.0
2097,ECU.7_1,73.0,608309.0
2098,ECU.8_1,40.0,691678.0
2099,EGY.10_1,212.0,5553309.0
2100,EGY.11_1,301.0,7448337.0
2101,EGY.12_1,198.5,4355849.5
2102,EGY.13_1,123.0,3835805.0
2103,EGY.14_1,2.0,35834.0
2104,EGY.15_1,277.5,6079984.5
2105,EGY.16_1,35.0,308322.0
2106,EGY.17_1,286.0,8885758.0
2107,EGY.18_1,231.5,6509959.5
2108,EGY.19_1,327.5,8251623.5
2109,EGY.1_1,586.5,13478354.5
2110,EGY.20_1,128.5,1070790.5
2111,EGY.21_1,376.0,8488317.0
2112,EGY.22_1,11.0,158331.0
2113,EGY.23_1,486.5,10455834.5
2114,EGY.24_1,70.0,583310.0
2115,EGY.25_1,233.5,6723292.5
2116,EGY.26_1,22.0,183326.0
2117,EGY.27_1,326.0,8817475.0
2118,EGY.2_1,406.5,9890828.5
2119,EGY.3_1,615.0,13605007.0
2120,EGY.4_1,137.0,1712500.0
2121,EGY.5_1,200.0,4001691.0
2122,EGY.6_1,253.0,2737429.0
2123,EGY.7_1,71.0,791647.0
2124,EGY.8_1,450.0,10525027.0
2125,EGY.9_1,47.0,882504.0
2126,ESP.1.1_1,303.0,2524899.0
2127,ESP.1.2_1,280.0,3070799.0
2128,ESP.1.3_1,195.0,5953288.0
2129,ESP.1.4_1,160.0,1362449.0
2130,ESP.1.5_1,122.5,3336654.5
2131,ESP.1.6_1,54.5,1644155.5
2132,ESP.1.7_1,437.0,5212480.0
2133,ESP.1.8_1,338.5,6003354.5
2134,ESP.10.1_1,522.0,4444832.0
2135,ESP.10.2_1,535.5,6773338.5
2136,ESP.10.3_1,1095.0,18316151.0
2137,ESP.11.1_1,135.0,3803315.0
2138,ESP.11.2_1,18.0,529164.0
2139,ESP.12.1_1,474.0,11979969.0
2140,ESP.12.2_1,234.5,3625768.5
2141,ESP.12.3_1,287.5,9529074.5
2142,ESP.12.4_1,110.5,3275824.5
2143,ESP.13.1_1,60.5,699995.5
2144,ESP.14.1_1,11.0,91663.0
2145,ESP.14.2_1,35.0,291655.0
2146,ESP.15.1_1,64.0,1164186.0
2147,ESP.16.1_1,11.0,183337.0
2148,ESP.16.2_1,162.0,3371720.0
2149,ESP.16.3_1,558.5,7166681.5
2150,ESP.17.1_1,397.0,5486697.0
2151,ESP.18.1_1,993.5,13449041.5
2152,ESP.2.1_1,29.0,720831.0
2153,ESP.2.2_1,81.0,1127509.0
2154,ESP.2.3_1,386.0,10205823.0
2155,ESP.3.1_1,302.0,5836667.0
2156,ESP.4.1_1,49.0,632485.0
2157,ESP.4.2_1,16.5,340835.5
2158,ESP.4.3_1,3.0,61667.0
2159,ESP.4.4_1,50.0,1538324.0
2160,ESP.4.5_1,141.5,4288302.5
2161,ESP.5.1_1,9.0,246667.0
2162,ESP.5.2_1,81.5,1339186.5
2163,ESP.5.3_1,28.5,720835.5
2164,ESP.5.4_1,43.5,775013.5
2165,ESP.5.5_1,107.0,2154202.0
2166,ESP.5.6_1,10.0,174170.0
2167,ESP.5.7_1,25.5,703332.5
2168,ESP.5.8_1,270.5,5514232.5
2169,ESP.5.9_1,84.0,2611650.0
2170,ESP.6.1_1,794.5,12737724.5
2171,ESP.6.2_1,334.0,4979231.0
2172,ESP.6.3_1,236.5,5082481.5
2173,ESP.6.4_1,402.0,8651720.0
2174,ESP.8.1_1,261.5,7638295.5
2175,ESP.9.1_1,51.0,1096679.0
2176,EST.10_1,1.5,20833.5
2177,EST.12_1,24.0,208326.0
2178,EST.13_1,68.5,1250019.5
2179,EST.14_1,2.0,20833.0
2180,EST.15_1,10.0,95831.0
2181,EST.1_1,353.0,2941549.0
2182,EST.2_1,4.0,58334.0
2183,EST.3_1,42.0,1040827.0
2184,EST.5_1,11.5,141666.5
2185,EST.6_1,24.0,199992.0
2186,EST.7_1,3.0,50001.0
2187,EST.8_1,146.5,1429133.5
2188,EST.9_1,2.0,25000.0
2189,ETH.10_1,1.0,25000.0
2190,ETH.11_1,1.0,16667.0
2191,ETH.2_1,10.0,164999.0
2192,ETH.3_1,2.5,24999.5
2193,ETH.6_1,4.0,110000.0
2194,ETH.8_1,7.0,169168.0
2195,ETH.9_1,2.5,79999.5
2196,FIN.1_1,1440.0,14284694.0
2197,FIN.2_1,424.0,6245864.0
2198,FIN.3_1,622.0,6289871.0
2199,FIN.4_1,3604.0,30098804.0
2200,FIN.5_1,2326.0,19683397.0
2201,FRA.1.10_1,80.0,1312525.0
2202,FRA.1.11_1,2560.5,53589037.5
2203,FRA.1.12_1,279.5,6428419.5
2204,FRA.1.1_1,377.0,8675904.0
2205,FRA.1.2_1,110.0,1840863.0
2206,FRA.1.3_1,201.0,5517501.0
2207,FRA.1.4_1,20.0,631662.0
2208,FRA.1.5_1,325.0,8590028.0
2209,FRA.1.6_1,56.0,925018.0
2210,FRA.1.7_1,298.0,4952598.0
2211,FRA.1.8_1,1260.5,30818704.5
2212,FRA.1.9_1,127.0,3139160.0
2213,FRA.10.10_1,248.0,5168402.0
2214,FRA.10.11_1,302.5,6246763.5
2215,FRA.10.12_1,194.0,3313394.0
2216,FRA.10.1_1,287.0,4600081.0
2217,FRA.10.2_1,176.0,2925054.0
2218,FRA.10.3_1,32.0,824164.0
2219,FRA.10.4_1,7.0,104168.0
2220,FRA.10.5_1,1.0,16667.0
2221,FRA.10.6_1,284.5,5241737.5
2222,FRA.10.7_1,953.0,18455217.0
2223,FRA.10.8_1,110.0,2839179.0
2224,FRA.10.9_1,281.0,4471727.0
2225,FRA.11.10_1,14.0,261671.0
2226,FRA.11.11_1,1133.0,11409746.0
2227,FRA.11.12_1,253.5,5680079.5
2228,FRA.11.13_1,173.0,5025817.0
2229,FRA.11.1_1,144.0,2680048.0
2230,FRA.11.2_1,187.5,3842557.5
2231,FRA.11.3_1,78.0,1880846.0
2232,FRA.11.4_1,942.0,16497781.0
2233,FRA.11.5_1,28.5,470842.5
2234,FRA.11.6_1,675.5,14041859.5
2235,FRA.11.7_1,92.0,1533364.0
2236,FRA.11.8_1,928.5,15360291.5
2237,FRA.11.9_1,116.0,2701681.0
2238,FRA.12.1_1,817.0,14933527.0
2239,FRA.12.2_1,426.0,6858365.0
2240,FRA.12.3_1,94.0,783302.0
2241,FRA.12.4_1,294.0,4217518.0
2242,FRA.12.5_1,372.5,5329220.5
2243,FRA.13.1_1,160.0,4754135.0
2244,FRA.13.2_1,751.0,14334417.0
2245,FRA.13.3_1,705.5,14086784.5
2246,FRA.13.4_1,88.5,2087470.5
2247,FRA.13.5_1,740.0,10332571.0
2248,FRA.13.6_1,637.0,16624141.0
2249,FRA.2.1_1,62.5,898335.5
2250,FRA.2.2_1,505.5,8842663.5
2251,FRA.2.3_1,106.0,1149986.0
2252,FRA.2.4_1,98.0,1602516.0
2253,FRA.2.5_1,134.0,1784173.0
2254,FRA.2.6_1,196.5,3493355.5
2255,FRA.2.7_1,11.0,183337.0
2256,FRA.2.8_1,228.5,3806719.5
2257,FRA.3.1_1,102.0,1066650.0
2258,FRA.3.2_1,466.5,3887344.5
2259,FRA.3.3_1,614.0,5849854.0
2260,FRA.3.4_1,486.0,7408440.0
2261,FRA.4.1_1,160.0,1924994.0
2262,FRA.4.2_1,118.5,1379158.5
2263,FRA.4.3_1,960.0,15531113.0
2264,FRA.4.4_1,29.0,526675.0
2265,FRA.4.5_1,227.0,3583393.0
2266,FRA.4.6_1,469.0,7170938.0
2267,FRA.5.1_1,524.0,4366492.0
2268,FRA.5.2_1,250.0,2083250.0
2269,FRA.6.10_1,175.0,1458275.0
2270,FRA.6.1_1,180.0,2633364.0
2271,FRA.6.2_1,114.5,1439154.5
2272,FRA.6.3_1,690.0,10992672.0
2273,FRA.6.4_1,201.0,2350798.0
2274,FRA.6.5_1,85.0,1846693.0
2275,FRA.6.6_1,170.0,3034199.0
2276,FRA.6.7_1,428.5,7115871.5
2277,FRA.6.8_1,97.0,808301.0
2278,FRA.6.9_1,502.0,7542561.0
2279,FRA.7.1_1,175.0,2840031.0
2280,FRA.7.2_1,846.0,8199810.0
2281,FRA.7.3_1,414.5,5695874.5
2282,FRA.7.4_1,593.5,4949802.5
2283,FRA.7.5_1,291.0,2887440.0
2284,FRA.8.1_1,467.0,6975091.0
2285,FRA.8.2_1,2099.5,34896525.5
2286,FRA.8.3_1,2580.0,42175794.0
2287,FRA.8.4_1,785.5,11695102.5
2288,FRA.8.5_1,308.0,3933340.0
2289,FRA.8.6_1,393.0,6595129.0
2290,FRA.8.7_1,2231.5,31537791.5
2291,FRA.8.8_1,798.5,15151927.5
2292,FRA.9.1_1,307.0,3624983.0
2293,FRA.9.2_1,364.5,4645840.5
2294,FRA.9.3_1,115.5,979129.5
2295,FRA.9.4_1,12.0,104163.0
2296,FRA.9.5_1,473.0,4049851.0
2297,GAB.1_1,344.0,11198224.0
2298,GAB.2_1,17.5,522498.5
2299,GAB.3_1,16.0,516662.0
2300,GAB.4_1,8.5,244998.5
2301,GAB.5_1,6.5,174167.5
2302,GAB.6_1,15.0,499995.0
2303,GAB.7_1,3.0,94166.0
2304,GAB.8_1,2.0,66666.0
2305,GAB.9_1,1.0,8333.0
2306,GBR.1.101_1,30.0,600008.0
2307,GBR.1.102_1,79.0,658307.0
2308,GBR.1.104_1,25.5,337501.5
2309,GBR.1.105_1,178.0,2929223.0
2310,GBR.1.107_1,248.0,4091746.0
2311,GBR.1.108_1,93.5,1771697.5
2312,GBR.1.109_1,182.0,1741624.0
2313,GBR.1.110_1,48.0,399984.0
2314,GBR.1.111_1,10.0,166670.0
2315,GBR.1.112_1,113.0,1466671.0
2316,GBR.1.113_1,257.0,4175077.0
2317,GBR.1.114_1,50.0,800014.0
2318,GBR.1.115_1,155.0,2220856.0
2319,GBR.1.117_1,138.5,2534201.5
2320,GBR.1.118_1,324.0,5430068.0
2321,GBR.1.11_1,11.0,91663.0
2322,GBR.1.12_1,513.0,4274829.0
2323,GBR.1.13_1,57.0,925017.0
2324,GBR.1.15_1,13.0,216671.0
2325,GBR.1.16_1,916.5,7637194.5
2326,GBR.1.17_1,62.0,733330.0
2327,GBR.1.19_1,279.5,4525082.5
2328,GBR.1.20_1,473.0,3941509.0
2329,GBR.1.22_1,181.0,2967517.0
2330,GBR.1.24_1,128.0,2696706.0
2331,GBR.1.25_1,222.0,4070058.0
2332,GBR.1.26_1,178.0,2683370.0
2333,GBR.1.27_1,274.5,2287408.5
2334,GBR.1.28_1,177.5,1495775.5
2335,GBR.1.2_1,264.0,2199912.0
2336,GBR.1.30_1,23.0,383341.0
2337,GBR.1.31_1,339.5,2975731.5
2338,GBR.1.32_1,576.0,4799808.0
2339,GBR.1.33_1,32.0,266656.0
2340,GBR.1.34_1,180.0,2954223.0
2341,GBR.1.35_1,123.0,1815851.0
2342,GBR.1.36_1,4308.0,65317584.0
2343,GBR.1.37_1,99.0,1608363.0
2344,GBR.1.38_1,98.0,1124992.0
2345,GBR.1.39_1,9.0,141669.0
2346,GBR.1.3_1,223.0,3683405.0
