,gid_id,mean_cell_count_baseline,cost_usd_baseline
0,AFG.1.2_1,1.0,33333.0
1,AFG.1.3_1,2.0,66666.0
2,AFG.11.5_1,5.0,143333.0
3,AFG.12.15_1,1.0,16667.0
4,AFG.12.2_1,1.0,16667.0
5,AFG.12.8_1,1.0,24167.0
6,AFG.14.1_1,43.5,709174.5
7,AFG.14.2_1,2.0,43334.0
8,AFG.14.3_1,21.0,440839.0
9,AFG.14.6_1,56.0,875014.0
10,AFG.15.11_1,1.0,33333.0
11,AFG.15.3_1,4.0,71668.0
12,AFG.21.4_1,1.0,21667.0
13,AFG.22.20_1,1.0,33333.0
14,AFG.23.5_1,1.5,16666.5
15,AFG.29.1_1,1.0,8333.0
16,AFG.29.3_1,1.0,8333.0
17,AFG.3.11_1,1.0,30000.0
18,AFG.3.8_1,1.0,16667.0
19,AFG.31.10_1,1.0,21667.0
20,AFG.32.6_1,2.0,43334.0
21,AFG.34.9_1,1.0,16667.0
22,AFG.4.12_1,1.0,8333.0
23,AFG.4.7_1,1.0,12500.0
24,AFG.7.4_1,1.0,12500.0
25,AGO.1.2_1,13.0,243337.0
26,AGO.11.1_1,12.0,343332.0
27,AGO.11.7_1,1.0,26667.0
28,AGO.11.9_1,1.0,26667.0
29,AGO.12.8_1,2.0,60000.0
30,AGO.18.3_1,1.0,27500.0
31,AGO.18.5_1,5.0,146667.0
32,AGO.2.1_1,1.0,16667.0
33,AGO.2.3_1,7.0,100001.0
34,AGO.2.8_1,1.0,8333.0
35,AGO.2.9_1,19.0,488339.0
36,AGO.4.2_1,1.0,19167.0
37,AGO.5.1_1,1.0,33333.0
38,AGO.5.5_1,1.0,26667.0
39,AGO.5.7_1,1.0,16667.0
40,AGO.6.5_1,1.0,33333.0
41,AGO.6.9_1,1.0,30000.0
42,AGO.7.11_1,3.0,24999.0
43,AGO.7.5_1,1.0,33333.0
44,AGO.8.5_1,1.0,8333.0
45,AGO.8.6_1,1.0,19167.0
46,ALB.1.1_1,13.0,238337.0
47,ALB.1.2_1,3.5,29165.5
48,ALB.10.1_1,5.0,62500.0
49,ALB.10.3_1,67.5,1392519.5
50,ALB.11.1_1,10.0,120833.0
51,ALB.12.1_1,18.0,300006.0
52,ALB.12.2_1,12.0,200004.0
53,ALB.12.3_1,5.0,83335.0
54,ALB.2.2_1,2.0,66666.0
55,ALB.2.3_1,5.0,85834.0
56,ALB.3.1_1,12.0,120831.0
57,ALB.3.2_1,13.0,296671.0
58,ALB.4.1_1,9.0,108333.0
59,ALB.4.2_1,1.0,8333.0
60,ALB.4.3_1,2.0,25000.0
61,ALB.4.4_1,13.0,162500.0
62,ALB.5.1_1,12.0,104163.0
63,ALB.5.2_1,31.0,358331.0
64,ALB.5.3_1,3.0,50001.0
65,ALB.6.2_1,8.0,133336.0
66,ALB.6.3_1,3.5,54167.5
67,ALB.7.3_1,1.0,8333.0
68,ALB.7.4_1,39.0,324987.0
69,ALB.8.2_1,4.0,133332.0
70,ALB.8.3_1,9.0,274165.0
71,ALB.9.1_1,69.0,1660023.0
72,ALB.9.2_1,47.0,1108349.0
73,ALB.9.3_1,12.0,290004.0
74,ALB.9.4_1,2.0,48334.0
75,ARE.1_1,2003.5,16695165.5
76,ARE.2_1,670.0,5583110.0
77,ARE.3_1,6420.0,53497860.0
78,ARE.4_1,78.0,658308.0
79,ARE.5_1,79.5,916660.5
80,ARE.6_1,1722.0,14349426.0
81,ARE.7_1,194.5,1620768.5
82,ARG.1.100_1,5.0,90001.0
83,ARG.1.104_1,1.0,30000.0
84,ARG.1.107_1,1.0,8333.0
85,ARG.1.108_1,9.0,190003.0
86,ARG.1.109_1,26.5,370836.5
87,ARG.1.10_1,97.5,1595863.5
88,ARG.1.112_1,6.0,184999.0
89,ARG.1.116_1,2.0,33334.0
90,ARG.1.117_1,473.5,7656804.5
91,ARG.1.118_1,9.5,99998.5
92,ARG.1.120_1,21.0,360005.0
93,ARG.1.121_1,13.0,158333.0
94,ARG.1.122_1,7.0,58331.0
95,ARG.1.127_1,26.5,362502.5
96,ARG.1.128_1,18.5,365837.5
97,ARG.1.12_1,13.0,217503.0
98,ARG.1.14_1,59.0,983353.0
99,ARG.1.15_1,141.0,2350047.0
100,ARG.1.17_1,2.0,33334.0
101,ARG.1.18_1,7.0,104168.0
102,ARG.1.19_1,38.0,535835.0
103,ARG.1.1_1,1.0,16667.0
104,ARG.1.21_1,1.0,16667.0
105,ARG.1.22_1,7.0,93333.0
106,ARG.1.25_1,6.0,100002.0
107,ARG.1.26_1,1.0,16667.0
108,ARG.1.27_1,31.0,610839.0
109,ARG.1.30_1,15.0,169997.0
110,ARG.1.31_1,5.0,93335.0
111,ARG.1.35_1,6.0,79167.0
112,ARG.1.36_1,199.0,3308399.0
113,ARG.1.37_1,29.0,508341.0
114,ARG.1.38_1,54.5,825011.5
115,ARG.1.3_1,9.0,133335.0
116,ARG.1.41_1,53.0,977517.0
117,ARG.1.42_1,4.5,49999.5
118,ARG.1.44_1,11.0,249170.0
119,ARG.1.45_1,8.5,137501.5
120,ARG.1.46_1,3.0,37500.0
121,ARG.1.49_1,37.0,462500.0
122,ARG.1.51_1,3.0,33333.0
123,ARG.1.52_1,1.0,19167.0
124,ARG.1.54_1,1.0,8333.0
125,ARG.1.56_1,1.0,8333.0
126,ARG.1.58_1,2.0,33334.0
127,ARG.1.60_1,29.0,470842.0
128,ARG.1.61_1,14.0,166666.0
129,ARG.1.62_1,59.5,841674.5
130,ARG.1.63_1,148.0,2337539.0
131,ARG.1.64_1,225.0,3412548.0
132,ARG.1.66_1,2.0,33334.0
133,ARG.1.6_1,3.0,79166.0
134,ARG.1.70_1,8.0,126668.0
135,ARG.1.71_1,207.0,3125043.0
136,ARG.1.72_1,57.0,1091683.0
137,ARG.1.73_1,1.0,16667.0
138,ARG.1.74_1,2.0,33334.0
139,ARG.1.75_1,13.0,204170.0
140,ARG.1.76_1,1.0,16667.0
141,ARG.1.77_1,1.0,16667.0
142,ARG.1.79_1,23.5,488339.5
143,ARG.1.7_1,655.0,10537688.0
144,ARG.1.80_1,8.0,124167.0
145,ARG.1.84_1,18.0,295003.0
146,ARG.1.85_1,63.0,1016685.0
147,ARG.1.86_1,22.0,366674.0
148,ARG.1.87_1,1.0,16667.0
149,ARG.1.88_1,14.0,198335.0
150,ARG.1.91_1,7.0,113335.0
151,ARG.1.92_1,28.0,596676.0
152,ARG.1.94_1,1.0,16667.0
153,ARG.1.95_1,128.0,2083372.0
154,ARG.1.96_1,2.0,25000.0
155,ARG.1.97_1,6.0,100002.0
156,ARG.1.98_1,1.5,20833.5
157,ARG.1.99_1,7.0,224165.0
158,ARG.1.9_1,19.0,308339.0
159,ARG.10.12_1,1.0,8333.0
160,ARG.10.13_1,4.0,66668.0
161,ARG.10.14_1,6.0,100002.0
162,ARG.10.1_1,26.0,433342.0
163,ARG.10.2_1,1.0,8333.0
164,ARG.10.3_1,1.0,30000.0
165,ARG.10.5_1,21.0,333339.0
166,ARG.10.6_1,3.0,50001.0
167,ARG.10.9_1,6.0,100002.0
168,ARG.11.14_1,6.0,49998.0
169,ARG.11.16_1,12.0,195837.0
170,ARG.11.19_1,1.0,19167.0
171,ARG.11.1_1,1.0,8333.0
172,ARG.11.20_1,6.0,49998.0
173,ARG.11.5_1,1.0,8333.0
174,ARG.12.14_1,2.0,16666.0
175,ARG.12.17_1,5.0,41665.0
176,ARG.12.1_1,2.0,33334.0
177,ARG.12.2_1,27.0,224991.0
178,ARG.12.6_1,1.0,8333.0
179,ARG.12.9_1,1.0,8333.0
180,ARG.13.11_1,1.0,16667.0
181,ARG.13.13_1,12.0,118330.0
182,ARG.13.15_1,2.0,30000.0
183,ARG.13.16_1,1.0,8333.0
184,ARG.13.17_1,14.0,200002.0
185,ARG.13.2_1,3.0,40000.0
186,ARG.13.7_1,8.0,66664.0
187,ARG.13.8_1,1.0,8333.0
188,ARG.13.9_1,3.0,24999.0
189,ARG.14.11_1,3.0,99999.0
190,ARG.14.12_1,3.0,81667.0
191,ARG.14.15_1,4.0,108332.0
192,ARG.14.17_1,4.0,133332.0
193,ARG.14.3_1,8.0,238332.0
194,ARG.14.4_1,38.5,1139156.5
195,ARG.14.6_1,1.0,24167.0
196,ARG.14.9_1,23.0,756660.0
197,ARG.15.11_1,1.0,16667.0
198,ARG.15.13_1,1.0,16667.0
199,ARG.15.14_1,2.0,33334.0
200,ARG.15.15_1,1.0,16667.0
201,ARG.15.1_1,3.0,99999.0
202,ARG.15.2_1,8.0,157502.0
203,ARG.15.4_1,2.0,33334.0
204,ARG.15.5_1,3.0,99999.0
205,ARG.15.6_1,60.5,1260848.5
206,ARG.15.8_1,24.0,799992.0
207,ARG.15.9_1,1.0,16667.0
208,ARG.16.10_1,5.0,104166.0
209,ARG.16.11_1,41.0,650011.0
210,ARG.16.12_1,1.0,8333.0
211,ARG.16.1_1,69.0,1116687.0
212,ARG.16.2_1,11.0,166669.0
213,ARG.16.3_1,4.5,100834.5
214,ARG.16.4_1,1.0,16667.0
215,ARG.16.5_1,1.0,21667.0
216,ARG.16.6_1,53.5,1186682.5
217,ARG.16.8_1,1.0,8333.0
218,ARG.16.9_1,10.0,83330.0
219,ARG.17.15_1,1.0,8333.0
220,ARG.17.16_1,7.0,204999.0
221,ARG.17.17_1,1.0,8333.0
222,ARG.17.18_1,3.5,37499.5
223,ARG.17.19_1,1.0,26667.0
224,ARG.17.1_1,5.0,85001.0
225,ARG.17.20_1,2.0,33334.0
226,ARG.17.21_1,6.0,160002.0
227,ARG.17.2_1,1.0,16667.0
228,ARG.17.3_1,3.0,66667.0
229,ARG.17.5_1,1.0,26667.0
230,ARG.18.15_1,8.0,66664.0
231,ARG.18.3_1,2.0,20833.0
232,ARG.18.8_1,9.0,74997.0
233,ARG.19.3_1,1.0,27500.0
234,ARG.19.4_1,1.0,12500.0
235,ARG.19.5_1,14.5,179166.5
236,ARG.19.6_1,5.0,41665.0
237,ARG.19.7_1,1.0,27500.0
238,ARG.2.10_1,4.0,33332.0
239,ARG.2.13_1,3.0,50001.0
240,ARG.2.15_1,1.0,16667.0
241,ARG.2.16_1,11.0,91663.0
242,ARG.2.4_1,1.0,8333.0
243,ARG.2.7_1,2.0,16666.0
244,ARG.2.9_1,4.0,33332.0
245,ARG.20.1_1,9.0,74997.0
246,ARG.20.2_1,33.0,274989.0
247,ARG.20.3_1,1.0,8333.0
248,ARG.20.4_1,10.0,166670.0
249,ARG.20.6_1,1.0,8333.0
250,ARG.20.7_1,3.0,24999.0
251,ARG.21.11_1,2.5,40000.5
252,ARG.21.12_1,45.5,1127496.5
253,ARG.21.14_1,3.0,41667.0
254,ARG.21.15_1,13.5,227501.5
255,ARG.21.17_1,15.0,463332.0
256,ARG.21.18_1,4.0,70001.0
257,ARG.21.19_1,1.0,21667.0
258,ARG.21.1_1,5.0,110001.0
259,ARG.21.2_1,1.0,30000.0
260,ARG.21.4_1,1.0,24167.0
261,ARG.21.5_1,1.0,16667.0
262,ARG.21.6_1,11.0,104164.0
263,ARG.21.7_1,18.5,360838.5
264,ARG.21.8_1,18.0,458335.0
265,ARG.21.9_1,67.5,1756663.5
266,ARG.22.10_1,2.0,38334.0
267,ARG.22.11_1,13.0,192502.0
268,ARG.22.13_1,2.0,33334.0
269,ARG.22.14_1,6.0,82500.0
270,ARG.22.17_1,6.0,75000.0
271,ARG.22.19_1,5.0,83335.0
272,ARG.22.23_1,1.0,21667.0
273,ARG.22.24_1,1.0,12500.0
274,ARG.22.26_1,1.0,8333.0
275,ARG.22.3_1,3.0,35833.0
276,ARG.22.4_1,1.0,19167.0
277,ARG.22.5_1,22.0,416672.0
278,ARG.22.7_1,14.0,143330.0
279,ARG.23.2_1,57.0,474981.0
280,ARG.24.10_1,2.0,25000.0
281,ARG.24.11_1,5.0,62500.0
282,ARG.24.12_1,3.0,50001.0
283,ARG.24.13_1,8.0,108334.0
284,ARG.24.14_1,2.0,33334.0
285,ARG.24.16_1,2.0,33334.0
286,ARG.24.1_1,3.0,57501.0
287,ARG.24.3_1,1.0,16667.0
288,ARG.24.4_1,5.0,96668.0
289,ARG.24.6_1,7.5,83332.5
290,ARG.24.9_1,15.0,365835.0
291,ARG.3.11_1,23.0,402507.0
292,ARG.3.12_1,20.5,195828.5
293,ARG.3.18_1,50.0,583324.0
294,ARG.3.19_1,5.5,75000.5
295,ARG.3.20_1,109.5,1183314.5
296,ARG.3.22_1,6.0,75000.0
297,ARG.3.24_1,2.0,33334.0
298,ARG.3.2_1,7.0,121669.0
299,ARG.3.3_1,5.5,66666.5
300,ARG.3.4_1,24.5,345836.5
301,ARG.3.5_1,1.0,12500.0
302,ARG.3.8_1,12.5,170834.5
303,ARG.3.9_1,5.0,62500.0
304,ARG.4.11_1,75.5,1922524.5
305,ARG.4.12_1,2.0,33334.0
306,ARG.4.13_1,7.0,116669.0
307,ARG.4.14_1,1.0,19167.0
308,ARG.4.1_1,1.0,8333.0
309,ARG.4.2_1,5.0,83335.0
310,ARG.4.3_1,104.0,1300000.0
311,ARG.4.5_1,4.0,66668.0
312,ARG.4.8_1,1.0,21667.0
313,ARG.5.1_1,145.5,2104189.5
314,ARG.6.12_1,2.5,20832.5
315,ARG.6.15_1,7.0,146667.0
316,ARG.6.17_1,26.0,476674.0
317,ARG.6.1_1,1.0,19167.0
318,ARG.6.20_1,13.5,220002.5
319,ARG.6.23_1,6.0,94167.0
320,ARG.6.25_1,1.0,16667.0
321,ARG.6.26_1,1.5,35833.5
322,ARG.6.5_1,2.0,25000.0
323,ARG.6.6_1,1.0,15000.0
324,ARG.6.9_1,4.5,99166.5
325,ARG.7.10_1,3.0,55834.0
326,ARG.7.11_1,3.0,67501.0
327,ARG.7.12_1,7.5,150832.5
328,ARG.7.13_1,3.0,60001.0
329,ARG.7.16_1,8.5,249164.5
330,ARG.7.17_1,8.5,213333.5
331,ARG.7.20_1,6.0,152500.0
332,ARG.7.22_1,1.0,16667.0
333,ARG.7.24_1,1.0,33333.0
334,ARG.7.2_1,5.0,87500.0
335,ARG.7.3_1,15.0,304165.0
336,ARG.7.5_1,1.0,16667.0
337,ARG.7.6_1,1.0,21667.0
338,ARG.7.7_1,2.0,33334.0
339,ARG.7.8_1,4.0,115833.0
340,ARG.8.10_1,38.5,808343.5
341,ARG.8.12_1,4.0,87500.0
342,ARG.8.13_1,5.0,149999.0
343,ARG.8.14_1,1.0,19167.0
344,ARG.8.15_1,11.5,285000.5
345,ARG.8.16_1,36.0,1010827.0
346,ARG.8.17_1,5.5,120834.5
347,ARG.8.1_1,15.5,437497.5
348,ARG.8.2_1,65.0,2022485.0
349,ARG.8.3_1,1.0,33333.0
350,ARG.8.4_1,7.5,226665.5
351,ARG.8.7_1,10.0,239168.0
352,ARG.8.8_1,11.5,239169.5
353,ARG.9.2_1,17.5,414165.5
354,ARG.9.3_1,14.0,183334.0
355,ARG.9.5_1,11.0,91663.0
356,ARG.9.7_1,27.0,524170.0
357,ARG.9.8_1,6.5,104168.5
358,ARM.10_1,3.0,50001.0
359,ARM.11_1,11.0,137500.0
360,ARM.2_1,8.0,91666.0
361,ARM.4_1,110.0,916630.0
362,ARM.6_1,8.0,66664.0
363,ARM.7_1,8.0,133336.0
364,ARM.9_1,4.0,74168.0
365,AUS.10.10_1,29.0,433339.0
366,AUS.10.11_1,9.0,91665.0
367,AUS.10.12_1,94.0,816638.0
368,AUS.10.13_1,35.0,291655.0
369,AUS.10.14_1,118.0,2518372.0
370,AUS.10.16_1,24.0,204159.0
371,AUS.10.17_1,44.0,366652.0
372,AUS.10.18_1,9.0,195003.0
373,AUS.10.19_1,44.0,477494.0
374,AUS.10.1_1,5.5,87501.5
375,AUS.10.20_1,183.5,3900058.5
376,AUS.10.21_1,25.0,208325.0
377,AUS.10.22_1,10.0,216670.0
378,AUS.10.23_1,30.0,291658.0
379,AUS.10.24_1,3.0,50001.0
380,AUS.10.25_1,5.0,73333.0
381,AUS.10.26_1,312.0,6685104.0
382,AUS.10.27_1,172.0,2808386.0
383,AUS.10.28_1,95.5,983316.5
384,AUS.10.29_1,9.0,74997.0
385,AUS.10.30_1,4.0,50000.0
386,AUS.10.31_1,37.0,600011.0
387,AUS.10.32_1,11.0,116665.0
388,AUS.10.33_1,8.0,133336.0
389,AUS.10.34_1,5.0,92499.0
390,AUS.10.35_1,205.0,4441735.0
391,AUS.10.36_1,15.0,325005.0
392,AUS.10.37_1,22.0,287501.0
393,AUS.10.38_1,11.0,145834.0
394,AUS.10.40_1,38.0,823346.0
395,AUS.10.41_1,3.0,91666.0
396,AUS.10.42_1,56.0,933352.0
397,AUS.10.44_1,858.5,17861110.5
398,AUS.10.45_1,3.0,50001.0
399,AUS.10.46_1,14.0,156664.0
400,AUS.10.47_1,17.5,333331.5
401,AUS.10.48_1,31.0,333329.0
402,AUS.10.4_1,21.0,455007.0
403,AUS.10.50_1,34.0,566678.0
404,AUS.10.53_1,116.5,2232536.5
405,AUS.10.55_1,42.0,349986.0
406,AUS.10.56_1,17.0,527496.0
407,AUS.10.57_1,7.0,151669.0
408,AUS.10.58_1,3.0,29166.0
409,AUS.10.59_1,179.0,3878393.0
410,AUS.10.5_1,5.0,45832.0
411,AUS.10.62_1,3.0,37500.0
412,AUS.10.63_1,5.0,41665.0
413,AUS.10.64_1,79.0,1711693.0
414,AUS.10.65_1,4.0,50000.0
415,AUS.10.66_1,4.0,41666.0
416,AUS.10.67_1,41.0,362488.0
417,AUS.10.68_1,3.5,98333.5
418,AUS.10.6_1,2.0,16666.0
419,AUS.10.70_1,27.0,416673.0
420,AUS.10.71_1,58.0,483314.0
421,AUS.10.72_1,32.0,434168.0
422,AUS.10.76_1,23.5,683329.5
423,AUS.10.77_1,1.0,16667.0
424,AUS.10.78_1,243.0,5036740.0
425,AUS.10.79_1,11.0,238337.0
426,AUS.10.7_1,15.5,275835.5
427,AUS.10.80_1,6.0,49998.0
428,AUS.10.8_1,42.0,349986.0
429,AUS.10.9_1,100.0,2086700.0
430,AUS.11.100_1,1.0,12500.0
431,AUS.11.101_1,58.0,966686.0
432,AUS.11.102_1,1.0,8333.0
433,AUS.11.104_1,31.0,258323.0
434,AUS.11.105_1,1.0,21667.0
435,AUS.11.106_1,1.0,8333.0
436,AUS.11.107_1,186.5,3012554.5
437,AUS.11.108_1,19.0,158327.0
438,AUS.11.10_1,3.0,24999.0
439,AUS.11.112_1,1.0,8333.0
440,AUS.11.116_1,58.0,925016.0
441,AUS.11.117_1,1.5,16666.5
442,AUS.11.118_1,1.0,8333.0
443,AUS.11.119_1,4.0,66668.0
444,AUS.11.11_1,2.0,16666.0
445,AUS.11.121_1,1.0,12500.0
446,AUS.11.122_1,72.0,1200024.0
447,AUS.11.127_1,5.0,83335.0
448,AUS.11.128_1,14.0,289171.0
449,AUS.11.129_1,2.0,25000.0
450,AUS.11.135_1,2.0,16666.0
451,AUS.11.137_1,4.0,83334.0
452,AUS.11.138_1,2.0,25000.0
453,AUS.11.13_1,8.0,66664.0
454,AUS.11.140_1,4.0,66668.0
455,AUS.11.15_1,1.0,19167.0
456,AUS.11.16_1,86.0,716638.0
457,AUS.11.17_1,67.0,558311.0
458,AUS.11.1_1,7.0,58331.0
459,AUS.11.20_1,80.0,666640.0
460,AUS.11.21_1,7.0,58331.0
461,AUS.11.22_1,14.0,133330.0
462,AUS.11.23_1,1.0,16667.0
463,AUS.11.25_1,6.0,100002.0
464,AUS.11.26_1,103.0,1716701.0
465,AUS.11.27_1,5.0,83335.0
466,AUS.11.28_1,3.0,24999.0
467,AUS.11.29_1,7.5,70831.5
468,AUS.11.32_1,1.0,8333.0
469,AUS.11.35_1,1.0,16667.0
470,AUS.11.37_1,12.0,99996.0
471,AUS.11.38_1,61.0,508313.0
472,AUS.11.39_1,1.0,8333.0
473,AUS.11.3_1,3.0,37500.0
474,AUS.11.40_1,2.0,33334.0
475,AUS.11.41_1,17.0,141661.0
476,AUS.11.44_1,3.0,24999.0
477,AUS.11.45_1,6.0,100002.0
478,AUS.11.46_1,8.0,91666.0
479,AUS.11.47_1,7.5,62497.5
480,AUS.11.48_1,6.0,75000.0
481,AUS.11.49_1,8.0,133336.0
482,AUS.11.4_1,3.0,24999.0
483,AUS.11.50_1,33.5,316658.5
484,AUS.11.51_1,13.5,124996.5
485,AUS.11.53_1,3.0,29166.0
486,AUS.11.56_1,19.0,179995.0
487,AUS.11.57_1,7.0,58331.0
488,AUS.11.58_1,4.0,33332.0
489,AUS.11.5_1,7.0,116669.0
490,AUS.11.61_1,3.0,24999.0
491,AUS.11.63_1,1.0,25000.0
492,AUS.11.68_1,1.0,8333.0
493,AUS.11.69_1,71.0,1183357.0
494,AUS.11.6_1,17.0,283339.0
495,AUS.11.70_1,1.0,8333.0
496,AUS.11.71_1,1.0,16667.0
497,AUS.11.73_1,36.0,605012.0
498,AUS.11.74_1,9.0,74997.0
499,AUS.11.75_1,1.0,12500.0
500,AUS.11.76_1,1.0,16667.0
501,AUS.11.77_1,1.0,12500.0
502,AUS.11.78_1,2.0,46667.0
503,AUS.11.79_1,2.0,25000.0
504,AUS.11.7_1,27.0,450009.0
505,AUS.11.80_1,4.0,56667.0
506,AUS.11.86_1,1.0,12500.0
507,AUS.11.89_1,55.0,895850.0
508,AUS.11.8_1,4.0,66668.0
509,AUS.11.90_1,1.0,8333.0
510,AUS.11.91_1,1.0,12500.0
511,AUS.11.94_1,1.0,16667.0
512,AUS.11.96_1,9.0,123334.0
513,AUS.11.97_1,4.0,41666.0
514,AUS.11.98_1,1.5,25833.5
515,AUS.11.9_1,2.0,60000.0
516,AUS.2.1_1,18.0,485833.0
517,AUS.4.1_1,3.0,82500.0
518,AUS.5.100_1,56.0,1275000.0
519,AUS.5.106_1,117.5,2500816.5
520,AUS.5.107_1,496.0,6585688.0
521,AUS.5.108_1,48.5,1317500.5
522,AUS.5.109_1,24.0,425008.0
523,AUS.5.110_1,71.5,1694166.5
524,AUS.5.112_1,329.0,6305943.0
525,AUS.5.113_1,18.0,337506.0
526,AUS.5.114_1,573.0,10982691.0
527,AUS.5.115_1,14.0,385000.0
528,AUS.5.116_1,28.0,770000.0
529,AUS.5.117_1,81.5,1961673.5
530,AUS.5.118_1,37.0,867503.0
531,AUS.5.11_1,3.0,50001.0
532,AUS.5.120_1,29.0,797500.0
533,AUS.5.121_1,695.0,13286063.0
534,AUS.5.122_1,179.0,3430893.0
535,AUS.5.123_1,36.5,839178.5
536,AUS.5.125_1,1.0,12500.0
537,AUS.5.126_1,47.0,527485.0
538,AUS.5.128_1,1.5,35833.5
539,AUS.5.129_1,123.0,2115873.0
540,AUS.5.12_1,345.0,2991552.0
541,AUS.5.130_1,2.0,16666.0
542,AUS.5.131_1,12.0,313333.0
543,AUS.5.133_1,3.0,75000.0
544,AUS.5.134_1,3.0,24999.0
545,AUS.5.135_1,31.0,470840.0
546,AUS.5.136_1,20.0,187495.0
547,AUS.5.138_1,20.5,341672.5
548,AUS.5.139_1,3.0,37500.0
549,AUS.5.13_1,1.0,12500.0
550,AUS.5.140_1,18.0,418332.0
551,AUS.5.141_1,5.5,90834.5
552,AUS.5.144_1,6.5,192498.5
553,AUS.5.145_1,31.5,346661.5
554,AUS.5.147_1,1.0,19167.0
555,AUS.5.148_1,6.5,208331.5
556,AUS.5.149_1,5.0,90835.0
557,AUS.5.151_1,56.5,1439998.5
558,AUS.5.152_1,11.0,284169.0
559,AUS.5.16_1,15.0,154164.0
560,AUS.5.18_1,4.0,129999.0
561,AUS.5.19_1,573.0,10982691.0
562,AUS.5.1_1,19.5,547495.5
563,AUS.5.20_1,15.0,261670.0
564,AUS.5.21_1,4.0,67501.0
565,AUS.5.23_1,16.0,426672.0
566,AUS.5.24_1,2.0,16666.0
567,AUS.5.25_1,5.0,105001.0
568,AUS.5.26_1,11.5,264165.5
569,AUS.5.27_1,376.0,12179055.0
570,AUS.5.28_1,173.0,4251668.0
571,AUS.5.29_1,648.0,12686039.0
572,AUS.5.30_1,8.5,79164.5
573,AUS.5.31_1,1.0,16667.0
574,AUS.5.32_1,3.0,68334.0
575,AUS.5.33_1,102.0,1740866.0
576,AUS.5.35_1,12.0,200004.0
577,AUS.5.36_1,14.0,116662.0
578,AUS.5.37_1,1.0,8333.0
579,AUS.5.38_1,6.0,170833.0
580,AUS.5.39_1,8.0,95833.0
581,AUS.5.3_1,19.5,362497.5
582,AUS.5.41_1,17.0,466666.0
583,AUS.5.42_1,11.0,338331.0
584,AUS.5.43_1,18.0,149994.0
585,AUS.5.44_1,34.5,1078325.5
586,AUS.5.46_1,23.5,652496.5
587,AUS.5.47_1,164.0,5042458.0
588,AUS.5.48_1,22.0,370838.0
589,AUS.5.49_1,2.0,20833.0
590,AUS.5.4_1,113.0,2956674.0
591,AUS.5.51_1,5.0,95835.0
592,AUS.5.52_1,83.5,2202503.5
593,AUS.5.53_1,19.5,372506.5
594,AUS.5.54_1,14.0,230003.0
595,AUS.5.55_1,7.0,108331.0
596,AUS.5.56_1,29.0,445840.0
597,AUS.5.57_1,12.0,99996.0
598,AUS.5.58_1,11.0,175003.0
599,AUS.5.59_1,25.5,483339.5
600,AUS.5.5_1,26.0,410838.0
601,AUS.5.62_1,1.0,33333.0
602,AUS.5.63_1,287.0,4804086.0
603,AUS.5.64_1,26.0,220825.0
604,AUS.5.65_1,17.0,516663.0
605,AUS.5.66_1,2.0,43334.0
606,AUS.5.68_1,475.0,9104325.0
607,AUS.5.69_1,1.5,25000.5
608,AUS.5.6_1,29.0,295828.0
609,AUS.5.70_1,5.0,41665.0
610,AUS.5.72_1,40.0,654179.0
611,AUS.5.73_1,2.0,33334.0
612,AUS.5.74_1,337.0,6459279.0
613,AUS.5.77_1,6.0,49998.0
614,AUS.5.78_1,2.0,40000.0
615,AUS.5.7_1,674.5,13386037.5
616,AUS.5.80_1,3.0,24999.0
617,AUS.5.81_1,14.0,303338.0
618,AUS.5.82_1,21.0,345839.0
619,AUS.5.84_1,631.0,17970744.0
620,AUS.5.85_1,1.0,19167.0
621,AUS.5.86_1,1.0,8333.0
622,AUS.5.87_1,77.5,1890000.5
623,AUS.5.88_1,9.0,247500.0
624,AUS.5.89_1,293.0,5615931.0
625,AUS.5.8_1,40.0,722511.0
626,AUS.5.90_1,9.5,251665.5
627,AUS.5.91_1,19.0,224999.0
628,AUS.5.93_1,20.0,166660.0
629,AUS.5.94_1,22.0,183326.0
630,AUS.5.95_1,14.0,379998.0
631,AUS.5.96_1,8.0,116668.0
632,AUS.5.97_1,18.0,357505.0
633,AUS.5.98_1,28.0,249992.0
634,AUS.5.99_1,8.0,91666.0
635,AUS.5.9_1,25.0,388339.0
636,AUS.6.10_1,1.0,8333.0
637,AUS.6.12_1,4.0,76668.0
638,AUS.6.14_1,10.5,169166.5
639,AUS.6.15_1,3.0,55000.0
640,AUS.6.17_1,2.0,38334.0
641,AUS.6.2_1,1.0,16667.0
642,AUS.6.4_1,1.0,8333.0
643,AUS.6.6_1,18.0,518334.0
644,AUS.6.8_1,26.5,668334.5
645,AUS.6.9_1,2.5,60000.5
646,AUS.7.10_1,31.5,629175.5
647,AUS.7.11_1,23.0,216659.0
648,AUS.7.12_1,1.0,12500.0
649,AUS.7.13_1,199.0,1941621.0
650,AUS.7.14_1,3.0,62500.0
651,AUS.7.15_1,82.0,1362527.0
652,AUS.7.16_1,5.5,73333.5
653,AUS.7.17_1,3.0,55834.0
654,AUS.7.19_1,3.0,50001.0
655,AUS.7.20_1,5.0,128334.0
656,AUS.7.22_1,1.0,8333.0
657,AUS.7.24_1,3.0,69167.0
658,AUS.7.25_1,3.0,50001.0
659,AUS.7.26_1,18.5,345005.5
660,AUS.7.27_1,24.5,401671.5
661,AUS.7.28_1,268.0,4291742.0
