iso3,hazard,climate_scenario,model,year,return_period,percentile,min_depth,mean_depth,max_depth,flooded_area_km2,continent
DZA,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.11,0.398911040276289,1.0678325,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.11,0.4036291427910328,1.0732954,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.23,0.5118866115808487,1.1641257,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.24,0.5181396007537842,1.1713657,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.24,0.5228611081838608,1.1768326,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.24,0.5275791734457016,1.1822953,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.06,0.550841877857844,1.4014256,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.07,0.5579597651958466,1.4086657,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.07,0.5633343358834585,1.4141325,0,Africa
DZA,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.08,0.5687049925327301,1.4195952,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.11,0.3916615732014179,1.0484257,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.12,0.3979145623743534,1.0556657,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.12,0.4026360623538494,1.0611326,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.12,0.40735413506627083,1.0665953,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,0.4427837014198303,1.1967256,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.01,0.4492949366569519,1.2039657,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.01,0.454211437702179,1.2094325,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.02,0.45912436246871946,1.2148952,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.06,0.5089707225561142,1.4989257,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.06,0.5155532360076904,1.5061657,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.06,0.5205235630273819,1.5116326,0,Africa
DZA,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.06,0.5254902690649033,1.5170953,0,Africa
ECU,inuncoast,historical,wtsub,hist,rp0100,0,0.0,1.1547177498158343,6.529508,0.002,South America
ECU,inuncoast,historical,wtsub,hist,rp0250,0,0.0,1.1651249439524032,6.6085606,0.002,South America
ECU,inuncoast,historical,wtsub,hist,rp0500,0,0.0,1.15840305632207,6.668252,0.002,South America
ECU,inuncoast,historical,wtsub,hist,rp1000,0,0.0,1.188929172785469,6.7278996,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.0,1.2021446505697548,6.699708,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.0,1.1762450533525597,6.778761,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.0,1.1628069640861665,6.838452,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.0,1.1845827606200714,6.8980994,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.0,1.1749254684678738,6.8372083,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.0,1.2031518136934056,6.9162607,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.0,1.1354583534692857,6.9759517,0.002,South America
ECU,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.0,1.147667513163105,7.035599,0.003,South America
ECU,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.0,1.1834056626258629,7.136308,0.003,South America
ECU,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.0,1.2042108965102878,7.2153606,0.003,South America
ECU,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,1.238764456922728,7.2750516,0.003,South America
ECU,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.0,1.2640434082046534,7.344885,0.003,South America
ECU,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.0,1.2058595293840326,6.706508,0.002,South America
ECU,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.0,1.1785708101145984,6.7855606,0.002,South America
ECU,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.0,1.1575509528084051,6.845252,0.002,South America
ECU,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,1.1881587931900242,6.9048996,0.002,South America
ECU,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,1.200564018010031,6.8737082,0.002,South America
ECU,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.0,1.1301767076275206,6.9527607,0.002,South America
ECU,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.0,1.1428964093567415,7.0124516,0.003,South America
ECU,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.0,1.1207575017288656,7.072099,0.003,South America
ECU,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,1.2399311009131062,7.250608,0.003,South America
ECU,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.0,1.2777676434587846,7.337693,0.003,South America
ECU,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,1.2687039552327442,7.398461,0.003,South America
ECU,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.0,1.2926623240552346,7.4591846,0.003,South America
EGY,inuncoast,historical,wtsub,hist,rp0100,0,0.0,0.5412185556511534,2.962356,0.001,Africa
EGY,inuncoast,historical,wtsub,hist,rp0250,0,0.0,0.5470726268088716,2.9676745,0.001,Africa
EGY,inuncoast,historical,wtsub,hist,rp0500,0,0.0,0.5513247900354201,2.9716904,0.001,Africa
EGY,inuncoast,historical,wtsub,hist,rp1000,0,0.01,0.5562230082951646,2.9757032,0.001,Africa
EGY,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.0,0.7438804243508189,3.4898357,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.0,0.7431061122709506,3.4971519,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.0,0.7454505242384966,3.5026762,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.0,0.7335834290513384,3.5081966,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.0,0.8035256567292866,3.6262503,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.0,0.8061470344601913,3.6335664,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.0,0.808915818163473,3.6390905,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.0,0.811801281856632,3.644611,0.002,Africa
EGY,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.0,0.8259497044199886,3.908472,0.003,Africa
EGY,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.0,0.830861896830971,3.9157882,0.003,Africa
EGY,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,0.8343273637377244,3.9213123,0.003,Africa
EGY,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.0,0.8382888054883804,3.9268327,0.003,Africa
EGY,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.0,0.7443631498856699,3.4988356,0.002,Africa
EGY,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.0,0.7483516508813158,3.506152,0.002,Africa
EGY,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.0,0.7363142305331929,3.5116763,0.002,Africa
EGY,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,0.7400797161125172,3.5171967,0.002,Africa
EGY,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,0.8090598369131999,3.66185,0.003,Africa
EGY,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.0,0.8082755074374155,3.6691663,0.003,Africa
EGY,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.0,0.8121490820331445,3.6746907,0.003,Africa
EGY,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.0,0.74222221155579,3.680211,0.003,Africa
EGY,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,0.8880992023916215,4.046972,0.003,Africa
EGY,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.0,0.8922533811155927,4.054288,0.004,Africa
EGY,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,0.8965022760069932,4.0598125,0.004,Africa
EGY,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.0,0.8979486977235139,4.065333,0.004,Africa
ESP,inuncoast,historical,wtsub,hist,rp0100,0,0.01,1.0200395465496712,5.4538584,0.001,Europe
ESP,inuncoast,historical,wtsub,hist,rp0250,0,0.0,1.0049927967061263,5.4605217,0.001,Europe
ESP,inuncoast,historical,wtsub,hist,rp0500,0,0.0,1.037413916415404,5.4655533,0.001,Europe
ESP,inuncoast,historical,wtsub,hist,rp1000,0,0.0,1.0395077082221598,5.470581,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.01,1.0121095194383003,5.6217585,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.0,1.047726982269653,5.628422,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.01,1.0732546932383142,5.633453,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.01,1.0729118086788965,5.6384807,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.0,1.1317640657990444,6.1138296,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.0,1.154216770897344,6.120493,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.01,1.1831858836132856,6.125524,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.0,1.2084643126757175,6.130552,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.01,1.375561668430486,6.9257355,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.0,1.4037433469460985,6.9323993,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,1.4172733630052403,6.9374304,0.001,Europe
ESP,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.0,1.4468012932277432,6.942458,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.0,1.0131070929068482,5.6150584,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.0,1.0506298706328498,5.6217217,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.0,1.0749131051470686,5.6267533,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,1.077064543891792,5.631781,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,1.1454773223015329,6.146429,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.0,1.1842785093239674,6.153093,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.0,1.2036138406737,6.158124,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.0,1.236090609666533,6.1631517,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,1.4508720911630733,7.023236,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.01,1.4819357026207631,7.029899,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,1.4973288458709213,7.0349307,0.001,Europe
ESP,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.0,1.4982929009159125,7.0399585,0.001,Europe
EST,inuncoast,historical,wtsub,hist,rp0100,0,0.03,0.2961945903301239,0.61381334,0,Europe
EST,inuncoast,historical,wtsub,hist,rp0250,0,0.01,0.2821718442440032,0.62342525,0,Europe
EST,inuncoast,historical,wtsub,hist,rp0500,0,0.01,0.2881509629885355,0.63068295,0,Europe
EST,inuncoast,historical,wtsub,hist,rp1000,0,0.02,0.2941257631778717,0.6379354,0,Europe
EST,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.07,0.351955360174179,0.8357133,0,Europe
EST,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.08,0.3607587662008073,0.8453252,0,Europe
EST,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.09,0.3674060238732231,0.85258293,0,Europe
EST,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.0,0.3514066947831047,0.8598354,0,Europe
EST,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.02,0.4052767393489678,1.0518582,0,Europe
EST,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.03,0.4140718583431508,1.06147,0,Europe
EST,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.03,0.4207128472626209,1.0687277,0,Europe
EST,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.04,0.4273490553928746,1.0759802,0,Europe
EST,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.01,0.5339747942758328,1.4579756,0,Europe
EST,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.01,0.5427522748106658,1.4675875,0,Europe
EST,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,0.5390169003825167,1.4748452,0,Europe
EST,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.01,0.5456398006469484,1.4820976,0,Europe
EST,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.01,0.3262701382239659,0.8630133,0,Europe
EST,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.02,0.3350620783037608,0.8726252,0,Europe
EST,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.03,0.3417006797260709,0.87988293,0,Europe
EST,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,0.3390642544106831,0.8871354,0,Europe
EST,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,0.4520870502348299,1.1073582,0,Europe
EST,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.01,0.4608669689408055,1.1169701,0,Europe
EST,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.02,0.4674964850699459,1.1242278,0,Europe
EST,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.02,0.4741212245490815,1.1314802,0,Europe
EST,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,0.5860250068580923,1.6267755,0,Europe
EST,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.0,0.5753399533148192,1.6363873,0,Europe
EST,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,0.5795489182771995,1.6436453,0,Europe
EST,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.0,0.5794565967039058,1.6508977,0,Europe
ETH,inuncoast,historical,wtsub,hist,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,historical,wtsub,hist,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,historical,wtsub,hist,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,historical,wtsub,hist,rp1000,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2030,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2030,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2030,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2030,rp1000,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2050,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2050,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2050,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2050,rp1000,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2080,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2080,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2080,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp4p5,wtsub,2080,rp1000,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2030,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2030,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2030,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2030,rp1000,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2050,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2050,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2050,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2050,rp1000,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2080,rp0100,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2080,rp0250,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2080,rp0500,0,-,NA,-,NA,Africa
ETH,inuncoast,rcp8p5,wtsub,2080,rp1000,0,-,NA,-,NA,Africa
FIN,inuncoast,historical,wtsub,hist,rp0100,0,0.01,0.4815436746249082,2.361379,0,Europe
FIN,inuncoast,historical,wtsub,hist,rp0250,0,0.0,0.48281094018726,2.3728895,0,Europe
FIN,inuncoast,historical,wtsub,hist,rp0500,0,0.0,0.4741072873979665,2.3815808,0,Europe
FIN,inuncoast,historical,wtsub,hist,rp1000,0,0.0,0.4756228533966674,2.390266,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.0,0.5247711300723428,2.583279,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.0,0.5229140978427029,2.5947895,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.0,0.5275400558916421,2.6034808,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.0,0.5333205166477628,2.612166,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.0,0.5810731544673431,2.7238789,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.0,0.5823186637273676,2.7353892,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.0,0.5860285281629345,2.7440808,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.0,0.5884185469388353,2.7527657,0,Europe
FIN,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.0,0.6339327036829837,3.0166788,0.001,Europe
FIN,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.0,0.6316104480494269,3.0281894,0.001,Europe
FIN,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,0.6196115564992308,3.036881,0.001,Europe
FIN,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.0,0.6201494116182574,3.0455658,0.001,Europe
FIN,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.0,0.526332089599176,2.610579,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.0,0.5356886611507707,2.6220894,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.0,0.5389740127766872,2.6307807,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,0.5402277442849666,2.6394658,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,0.5962156114916795,2.779379,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.0,0.5915734499970098,2.7908893,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.0,0.589996951497934,2.7995808,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.0,0.5890781505467869,2.8082657,0,Europe
FIN,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,0.6865857860869764,3.185479,0.001,Europe
FIN,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.0,0.6934499107604052,3.1969895,0.001,Europe
FIN,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,0.6885906770118455,3.2056808,0.001,Europe
FIN,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.0,0.6916680687168139,3.214366,0.001,Europe
FRA,inuncoast,historical,wtsub,hist,rp0100,0,0.0,1.1182999880366449,6.652991,0.003,Europe
FRA,inuncoast,historical,wtsub,hist,rp0250,0,0.0,1.1396942065892046,6.814515,0.003,Europe
FRA,inuncoast,historical,wtsub,hist,rp0500,0,0.0,1.1660455429248142,6.936478,0.004,Europe
FRA,inuncoast,historical,wtsub,hist,rp1000,0,0.0,1.1935703205067003,7.0583534,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.0,1.1769293207963176,6.833591,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.0,1.2147245873749015,6.9951153,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.0,1.2418381955575593,7.1170783,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.0,1.251267937529884,7.2389536,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.0,1.2194105700726054,6.948491,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.0,1.2338530992979373,7.110015,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.0,1.2581697396483114,7.2319784,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.0,1.2839550503154809,7.353853,0.004,Europe
FRA,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.0,1.294100120429096,7.197991,0.005,Europe
FRA,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.0,1.3311040895748851,7.359515,0.005,Europe
FRA,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,1.3619795708417362,7.481478,0.005,Europe
FRA,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.0,1.3952101230121046,7.6033535,0.005,Europe
FRA,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.0,1.1786887115020506,6.833891,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.0,1.2144216740326572,6.995415,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.0,1.2421173547932474,7.117378,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,1.2509500972498826,7.2392535,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,1.2402510024289293,6.994991,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.0,1.251742272814101,7.156515,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.0,1.2740367164814088,7.278478,0.004,Europe
FRA,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.0,1.2970220198397788,7.4003534,0.005,Europe
FRA,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,1.3458095117221678,7.313491,0.005,Europe
FRA,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.0,1.3876739070832966,7.475015,0.005,Europe
FRA,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,1.4190562920972964,7.596978,0.005,Europe
FRA,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.0,1.4501522595931018,7.718853,0.006,Europe
GAB,inuncoast,historical,wtsub,hist,rp0100,0,0.01,0.4925631076104895,2.3604732,0,Africa
GAB,inuncoast,historical,wtsub,hist,rp0250,0,0.0,0.4136101893880106,2.4100277,0,Africa
GAB,inuncoast,historical,wtsub,hist,rp0500,0,0.0,0.4297678913044895,2.4474454,0,Africa
GAB,inuncoast,historical,wtsub,hist,rp1000,0,0.01,0.4511829988279629,2.484836,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.0,0.4559579082950887,2.5515733,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2030,rp0250,0,0.01,0.4607353105987672,2.6011276,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2030,rp0500,0,0.0,0.4509384248078874,2.6385455,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2030,rp1000,0,0.0,0.4760532062358378,2.6759362,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2050,rp0100,0,0.01,0.476376655217307,2.695673,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2050,rp0250,0,0.0,0.5043022011387251,2.7452278,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2050,rp0500,0,0.0,0.5100175863467925,2.7826452,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2050,rp1000,0,0.0,0.4857043830025533,2.820036,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2080,rp0100,0,0.0,0.5919749405386966,2.9977732,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2080,rp0250,0,0.01,0.611298366890485,3.0473278,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2080,rp0500,0,0.0,0.6218029645442275,3.0847454,0,Africa
GAB,inuncoast,rcp4p5,wtsub,2080,rp1000,0,0.0,0.6214003916418853,3.122136,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2030,rp0100,0,0.0,0.4609063164088904,2.5600731,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2030,rp0250,0,0.0,0.4695181609509635,2.6096277,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2030,rp0500,0,0.01,0.4605706619884076,2.6470454,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2030,rp1000,0,0.0,0.4807193797147884,2.684436,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2050,rp0100,0,0.0,0.4984246133746773,2.739573,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2050,rp0250,0,0.0,0.4825142491564468,2.7891278,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2050,rp0500,0,0.01,0.488375894096403,2.8265452,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2050,rp1000,0,0.02,0.515213489175642,2.863936,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2080,rp0100,0,0.0,0.6721007634658306,3.144773,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2080,rp0250,0,0.0,0.6940027890394753,3.1943278,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2080,rp0500,0,0.0,0.7155728940944076,3.2317452,0,Africa
GAB,inuncoast,rcp8p5,wtsub,2080,rp1000,0,0.01,0.7183807053949888,3.269136,0,Africa
GBR,inuncoast,historical,wtsub,hist,rp0100,0,0.0,1.078764637034761,7.1629744,0.004,Europe
GBR,inuncoast,historical,wtsub,hist,rp0250,0,0.0,1.1104596581762247,7.310437,0.004,Europe
GBR,inuncoast,historical,wtsub,hist,rp0500,0,0.0,1.156326443593026,7.4217834,0.004,Europe
GBR,inuncoast,historical,wtsub,hist,rp1000,0,0.0,1.1700571145607055,7.5330486,0.005,Europe
GBR,inuncoast,rcp4p5,wtsub,2030,rp0100,0,0.0,1.1370439879518262,7.3413744,0.004,Europe
